,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1
15,10/14/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=F5DF6636-262E-4D45-B113-EBDB407ABE83,"Identifying Unique Challenges for Small, Rural and Disadvantaged Communities in Accessing and Maintaining Drinking Water and Wastewater Treatment Infrastructure Services (Part 1)",,Enviroment,2022-03-22,"['Todd Grinstead', 'Jason Roberts', 'Wayne Morgan', '']","['https://www.epw.senate.gov/public/_cache/files/e/e/ee510717-6271-44d9-9822-d4242479f2d4/8FD5DB92FADE2781A32D41F5491E367E.10-14-2021-grinstead-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/4/14f32b34-6529-4579-8b6f-900c4c82c538/921BF2C0EB44E52C2C654E114D5D4234.10-14-2021-roberts-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/0/70406351-a3a5-48a8-8667-4931620ad790/DB681A1200EE055521289041E3356D16.10-14-2021-morgan-testimony.pdf', '']","[('Todd Grinstead', 'https://www.epw.senate.gov/public/_cache/files/e/e/ee510717-6271-44d9-9822-d4242479f2d4/8FD5DB92FADE2781A32D41F5491E367E.10-14-2021-grinstead-testimony.pdf'), ('Jason Roberts', 'https://www.epw.senate.gov/public/_cache/files/1/4/14f32b34-6529-4579-8b6f-900c4c82c538/921BF2C0EB44E52C2C654E114D5D4234.10-14-2021-roberts-testimony.pdf'), ('Wayne Morgan', 'https://www.epw.senate.gov/public/_cache/files/7/0/70406351-a3a5-48a8-8667-4931620ad790/DB681A1200EE055521289041E3356D16.10-14-2021-morgan-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw101421&auto_play=false,15.0,5.0
16,10/6/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=6A08923A-AA31-4879-A693-C6F69D291AE9,The U.S. Army Corps of Engineers Emergency Response to Hurricane Ida,,Enviroment,2022-03-22,"['Major General William ""Butch"" Graham', 'Brigadier General Thomas Tickner', 'Colonel Stephen Murphy', '']","['https://www.epw.senate.gov/public/_cache/files/9/7/97a39e14-03a7-4435-80a4-e83fa7493b36/689CA1ACE875A7131E35165D39EBD6AD.10-06-2021-mg-graham-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/7/e7fc050e-8180-4b7f-acce-8b435bbd6dcb/ED2D771990141A84E1D6A8B6844FC314.10-06-2021-bg-tickner-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/6/1601dbe7-e9ef-46d9-aad2-45ebe017a83f/90073D4E9D7E75CE9231B65042BCA14A.10-06-2021-col-murphy-testimony.pdf', '']","[('Major General William ""Butch"" Graham', 'https://www.epw.senate.gov/public/_cache/files/9/7/97a39e14-03a7-4435-80a4-e83fa7493b36/689CA1ACE875A7131E35165D39EBD6AD.10-06-2021-mg-graham-testimony.pdf'), ('Brigadier General Thomas Tickner', 'https://www.epw.senate.gov/public/_cache/files/e/7/e7fc050e-8180-4b7f-acce-8b435bbd6dcb/ED2D771990141A84E1D6A8B6844FC314.10-06-2021-bg-tickner-testimony.pdf'), ('Colonel Stephen Murphy', 'https://www.epw.senate.gov/public/_cache/files/1/6/1601dbe7-e9ef-46d9-aad2-45ebe017a83f/90073D4E9D7E75CE9231B65042BCA14A.10-06-2021-col-murphy-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw100621&auto_play=false,16.0,6.0
17,9/22/21,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=FDE5A60A-5AED-4B33-B89C-AFF90832074C,Business Meeting & Hearing on Circular Economy,,Enviroment,2022-03-22,"['Elizabeth Biser', 'Roberta Elias', 'Brian Hawkinson', 'William ""Billy"" Johnson', '', '']","['https://www.epw.senate.gov/public/_cache/files/d/b/db82f4e5-c4fd-41d8-9f84-c60537767715/DF2EB562FC49D6F091F9F5C9019E4F6E.09-22-2021-biser-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/b/eb0cf415-3d5c-4ca2-89bc-7ac23e8aec7e/710EB34CD14A7798EE25C1FFE2631F82.09-22-2021-elias-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/0/004c5e5a-426c-42b3-a2ea-445e43a3c6f1/212482CAD0016EDAEF5B91D68BC17863.09-22-2021-hawkinson-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/e/ee7842ab-2a5c-4f3b-a0a7-7f24627e0d86/FCFC5DEDCE24D585C09D8186D3F551A2.09-22-2021-johnson-written-testimony.pdf', '', '']","[('Elizabeth Biser', 'https://www.epw.senate.gov/public/_cache/files/d/b/db82f4e5-c4fd-41d8-9f84-c60537767715/DF2EB562FC49D6F091F9F5C9019E4F6E.09-22-2021-biser-testimony.pdf'), ('Roberta Elias', 'https://www.epw.senate.gov/public/_cache/files/e/b/eb0cf415-3d5c-4ca2-89bc-7ac23e8aec7e/710EB34CD14A7798EE25C1FFE2631F82.09-22-2021-elias-testimony.pdf'), ('Brian Hawkinson', 'https://www.epw.senate.gov/public/_cache/files/0/0/004c5e5a-426c-42b3-a2ea-445e43a3c6f1/212482CAD0016EDAEF5B91D68BC17863.09-22-2021-hawkinson-testimony.pdf'), ('William ""Billy"" Johnson', 'https://www.epw.senate.gov/public/_cache/files/e/e/ee7842ab-2a5c-4f3b-a0a7-7f24627e0d86/FCFC5DEDCE24D585C09D8186D3F551A2.09-22-2021-johnson-written-testimony.pdf'), ('', ''), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw092221&auto_play=false,17.0,7.0
18,9/15/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=D970CDAA-CAF0-4745-9125-05724D70E9C6,"Hearing on the Nominations of Amanda Howe to be Assistant Administrator for Mission Support of the Environmental Protection Agency, David Uhlmann to be Assistant Administrator for Enforcement and Compliance Assurance of the Environmental Protection Agency, and Carlton Waterhouse to be Assistant Administrator of Land and Emergency Management of the Environmental Protection Agency.",,Enviroment,2022-03-22,"['Amanda Howe', 'David Uhlmann', 'Carlton Waterhouse', '', '']","['https://www.epw.senate.gov/public/_cache/files/4/8/480a46bc-2d63-4eaa-bbc1-ba0a90abbd8c/006D406B41D26522878696F43BC55E5A.09-15-2021-howe-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/9/0/90d99642-8a9f-4944-9d6f-641dd4e04d1a/94A8C44C9CB56B00DE7808C596119B1F.09-15-2-21-uhlmann-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/6/2669bfd2-7995-43a4-9b33-31b10aa5cef5/6E65BF5B0215926D018190C31E345A75.09-15-2021-waterhouse-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/a/e/ae99407a-5fd6-454f-b1a5-cdd82701bb0c/F05C4A6DB4B310A0F39F6BEF574D6EB4.09-15-2021-uhlmann-testimony.pdf', '']","[('Amanda Howe', 'https://www.epw.senate.gov/public/_cache/files/4/8/480a46bc-2d63-4eaa-bbc1-ba0a90abbd8c/006D406B41D26522878696F43BC55E5A.09-15-2021-howe-testimony.pdf'), ('David Uhlmann', 'https://www.epw.senate.gov/public/_cache/files/9/0/90d99642-8a9f-4944-9d6f-641dd4e04d1a/94A8C44C9CB56B00DE7808C596119B1F.09-15-2-21-uhlmann-testimony.pdf'), ('Carlton Waterhouse', 'https://www.epw.senate.gov/public/_cache/files/2/6/2669bfd2-7995-43a4-9b33-31b10aa5cef5/6E65BF5B0215926D018190C31E345A75.09-15-2021-waterhouse-testimony.pdf'), ('', 'https://www.epw.senate.gov/public/_cache/files/a/e/ae99407a-5fd6-454f-b1a5-cdd82701bb0c/F05C4A6DB4B310A0F39F6BEF574D6EB4.09-15-2021-uhlmann-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw091521&auto_play=false,18.0,8.0
19,7/29/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=603D45A0-ED84-4A47-8D0B-3F9AFA62D9A6,"Hearing on the Nominations of Stephen A. Owens, Jennifer Beth Sass, and Sylvia E. Johnson to be members of the U.S. Chemical Safety and Hazard Investigations Board",,Enviroment,2022-03-22,"['Stephen A. Owens', 'Jennifer Beth Sass', 'Sylvia E. Johnson', '']","['https://www.epw.senate.gov/public/_cache/files/9/f/9f86c0ae-5c28-41f5-9538-3e427f149a08/40789CA5B3E6362AC1877FF487085DD9.07-29-2021-owens-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/9/89f71bae-595e-40ac-b392-8a8514c69342/F6D63B342D35C24C01079B810277CD19.07-29-2021-sass-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/9/b/9b2aeb84-1949-46cb-a34a-e7cbeda2b014/79931C61DF64F00600FC84DAFA11AB13.07-29-2021-johnson-testimony.pdf', '']","[('Stephen A. Owens', 'https://www.epw.senate.gov/public/_cache/files/9/f/9f86c0ae-5c28-41f5-9538-3e427f149a08/40789CA5B3E6362AC1877FF487085DD9.07-29-2021-owens-testimony.pdf'), ('Jennifer Beth Sass', 'https://www.epw.senate.gov/public/_cache/files/8/9/89f71bae-595e-40ac-b392-8a8514c69342/F6D63B342D35C24C01079B810277CD19.07-29-2021-sass-testimony.pdf'), ('Sylvia E. Johnson', 'https://www.epw.senate.gov/public/_cache/files/9/b/9b2aeb84-1949-46cb-a34a-e7cbeda2b014/79931C61DF64F00600FC84DAFA11AB13.07-29-2021-johnson-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072921&auto_play=false,19.0,9.0
20,7/28/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=B6BD63B3-A38E-4DD1-8A53-271486DBDDA8,Examining the Benefits of Investing in USACE Water Infrastructure Projects,,Enviroment,2022-03-22,"[""Collin O'Mara"", 'Mario Cordero', 'Amy Larson', 'Robert McCoy', '']","['https://www.epw.senate.gov/public/_cache/files/a/7/a70e64d8-8212-47d9-bb97-f39f4432b09f/94BDF98DA8D891EAA4443BC76FC5BF55.07-28-2021-o-mara-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/5/75b69e0f-b9a4-4038-8c2a-5cc7676a0427/BED51E3A93404AE86C3471EF14C7EBDF.07-28-2021-cordero-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/8/1823dfa9-f6b1-4d5c-b307-c552d1782d8f/772A6D7944D11B9DC724A6AAC4056440.07-28-2021-larson-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/b/2bd49e88-d467-4c89-b1b7-371e2f216ffa/B1B1F04AF6955E80BECCFAD40C634C62.07-28-2021-mccoy-testimony.pdf', '']","[(""Collin O'Mara"", 'https://www.epw.senate.gov/public/_cache/files/a/7/a70e64d8-8212-47d9-bb97-f39f4432b09f/94BDF98DA8D891EAA4443BC76FC5BF55.07-28-2021-o-mara-testimony.pdf'), ('Mario Cordero', 'https://www.epw.senate.gov/public/_cache/files/7/5/75b69e0f-b9a4-4038-8c2a-5cc7676a0427/BED51E3A93404AE86C3471EF14C7EBDF.07-28-2021-cordero-testimony.pdf'), ('Amy Larson', 'https://www.epw.senate.gov/public/_cache/files/1/8/1823dfa9-f6b1-4d5c-b307-c552d1782d8f/772A6D7944D11B9DC724A6AAC4056440.07-28-2021-larson-testimony.pdf'), ('Robert McCoy', 'https://www.epw.senate.gov/public/_cache/files/2/b/2bd49e88-d467-4c89-b1b7-371e2f216ffa/B1B1F04AF6955E80BECCFAD40C634C62.07-28-2021-mccoy-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072821&auto_play=false,20.0,0.0
21,7/22/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=4FE47609-73C9-4A1F-BC4E-9E2E9B7A3CC4,Examining Current Issues Adversely Affecting Environmental Justice Populations,,Enviroment,2022-03-22,"['Laura Pulido', 'Catherine Coleman Flowers', 'Tracy Harden', 'Delbert Rexford', '']","['https://www.epw.senate.gov/public/_cache/files/8/5/85765a8b-ca05-4066-9672-28ce843c8d88/62606A3A444E394581FD547A6048029B.07-22-2021-pulido-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/9/29be9d28-2032-4760-a794-05e9af40c91c/8BEF6B0B5CCA37196F8A1E437BFCCA14.07-22-2021-flowers-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/a/6/a6ae02eb-7e8a-4877-9e9c-2ef1355ee5b9/A50676F02C90511B11F2074FE09CCA64.07-22-2021-harden-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/8/18d497b0-25ab-4f72-93f6-6325da1da0ce/BDA9BC338FFF2B0AE268EB84AB34AC3B.07-22-2021-rexford-testimony.pdf', '']","[('Laura Pulido', 'https://www.epw.senate.gov/public/_cache/files/8/5/85765a8b-ca05-4066-9672-28ce843c8d88/62606A3A444E394581FD547A6048029B.07-22-2021-pulido-testimony.pdf'), ('Catherine Coleman Flowers', 'https://www.epw.senate.gov/public/_cache/files/2/9/29be9d28-2032-4760-a794-05e9af40c91c/8BEF6B0B5CCA37196F8A1E437BFCCA14.07-22-2021-flowers-testimony.pdf'), ('Tracy Harden', 'https://www.epw.senate.gov/public/_cache/files/a/6/a6ae02eb-7e8a-4877-9e9c-2ef1355ee5b9/A50676F02C90511B11F2074FE09CCA64.07-22-2021-harden-testimony.pdf'), ('Delbert Rexford', 'https://www.epw.senate.gov/public/_cache/files/1/8/18d497b0-25ab-4f72-93f6-6325da1da0ce/BDA9BC338FFF2B0AE268EB84AB34AC3B.07-22-2021-rexford-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072221&auto_play=false,21.0,1.0
22,7/21/21,9:45 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=524520EC-E9AA-41A2-9DEA-A87D6ADFFFD9,Addressing Cybersecurity Vulnerabilities Facing Our Nation’s Physical Infrastructure,,Enviroment,2022-03-22,"['Angus King', 'Mike Gallagher', 'Sophia Oberton', 'John Sullivan', 'Shailen Bhatt', 'Evan Pratt', '']","['https://www.epw.senate.gov/public/_cache/files/4/e/4e4219a5-5124-425f-a9b0-16ea49c411c5/89F1B6E792943D150998CD5AB98CD333.07-21-2021-king-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/5/3/533a6823-a4d1-4349-872e-dfc92a354cbe/3CAEC70972123875269560CAF8482581.07-21-2021-gallagher-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/d/d/dd2a33b8-01d6-47da-bcdc-0f752cd72d00/2F19FFB88EDDC54D13E99A494ED03412.07-21-2021-oberton-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/0/209ea9bf-f91f-4616-b9f6-3f2d148213e1/65AB0000089F6AFF19FE9D01C880C9A6.07-21-2021-sullivan-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/d/8d89c4ac-da08-4c6e-9327-2cea9a48f1a7/369F16C182FA8399C391F544D1F06AF3.07-21-2021-bhatt-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/6/1636fb2c-767b-4998-8adc-e170d72be2e5/40D7EB4556E4111F7C21458A1B472239.07-21-2021-pratt-testimony.pdf', '']","[('Angus King', 'https://www.epw.senate.gov/public/_cache/files/4/e/4e4219a5-5124-425f-a9b0-16ea49c411c5/89F1B6E792943D150998CD5AB98CD333.07-21-2021-king-testimony.pdf'), ('Mike Gallagher', 'https://www.epw.senate.gov/public/_cache/files/5/3/533a6823-a4d1-4349-872e-dfc92a354cbe/3CAEC70972123875269560CAF8482581.07-21-2021-gallagher-testimony.pdf'), ('Sophia Oberton', 'https://www.epw.senate.gov/public/_cache/files/d/d/dd2a33b8-01d6-47da-bcdc-0f752cd72d00/2F19FFB88EDDC54D13E99A494ED03412.07-21-2021-oberton-testimony.pdf'), ('John Sullivan', 'https://www.epw.senate.gov/public/_cache/files/2/0/209ea9bf-f91f-4616-b9f6-3f2d148213e1/65AB0000089F6AFF19FE9D01C880C9A6.07-21-2021-sullivan-testimony.pdf'), ('Shailen Bhatt', 'https://www.epw.senate.gov/public/_cache/files/8/d/8d89c4ac-da08-4c6e-9327-2cea9a48f1a7/369F16C182FA8399C391F544D1F06AF3.07-21-2021-bhatt-testimony.pdf'), ('Evan Pratt', 'https://www.epw.senate.gov/public/_cache/files/1/6/1636fb2c-767b-4998-8adc-e170d72be2e5/40D7EB4556E4111F7C21458A1B472239.07-21-2021-pratt-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072121&auto_play=false,22.0,2.0
23,7/14/21,9:45 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=20301E27-24D8-4B19-AA9E-7C093FA76E58,Hearing on the Nomination of Michael Connor to be Assistant Secretary of the Army for Civil Works at the Department of Defense,,Enviroment,2022-03-22,"['', '']","['', '']","[('', ''), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw071421&auto_play=false,23.0,3.0
24,6/24/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=D7111B8E-592E-40DC-A4EB-4745EEA31E99,The Role of Natural and Nature-Based Features in Water Resources Projects,,Enviroment,2022-03-22,"['Todd Bridges', 'Gerry Galloway', 'Chett Chiasson', 'Julie Ufner', 'Rick Johnson', '']","['https://www.epw.senate.gov/public/_cache/files/7/e/7ef33b96-e53e-4624-aab4-e566924ba8b7/F750E1E93321A36CBA0F80ECC2C0A114.06-24-2021-bridges-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/5/8591e73d-af7f-49d6-8647-66ccc82bbbdc/28CA4C0FC45D12DBF25CA3DD0CD2EEDC.06-24-2021-galloway-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/2/02322113-e005-46fb-a88b-61aad8e3f433/A33F80AC97B74678E71CE762336B70C8.06-24-2021-chiasson-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/5/85a38a2c-dea8-4b3e-8bf3-a8ee962f13b3/69DED8C649297682B3CBB29DEB3976A5.06-24-2021-ufner-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/f/a/fa978c6f-97a6-4c6c-add8-d421e3fac376/FEAFB9B94E75E804D4F621E5B721F8B4.06-24-2021-johnson-testimony.pdf', '']","[('Todd Bridges', 'https://www.epw.senate.gov/public/_cache/files/7/e/7ef33b96-e53e-4624-aab4-e566924ba8b7/F750E1E93321A36CBA0F80ECC2C0A114.06-24-2021-bridges-testimony.pdf'), ('Gerry Galloway', 'https://www.epw.senate.gov/public/_cache/files/8/5/8591e73d-af7f-49d6-8647-66ccc82bbbdc/28CA4C0FC45D12DBF25CA3DD0CD2EEDC.06-24-2021-galloway-testimony.pdf'), ('Chett Chiasson', 'https://www.epw.senate.gov/public/_cache/files/0/2/02322113-e005-46fb-a88b-61aad8e3f433/A33F80AC97B74678E71CE762336B70C8.06-24-2021-chiasson-testimony.pdf'), ('Julie Ufner', 'https://www.epw.senate.gov/public/_cache/files/8/5/85a38a2c-dea8-4b3e-8bf3-a8ee962f13b3/69DED8C649297682B3CBB29DEB3976A5.06-24-2021-ufner-testimony.pdf'), ('Rick Johnson', 'https://www.epw.senate.gov/public/_cache/files/f/a/fa978c6f-97a6-4c6c-add8-d421e3fac376/FEAFB9B94E75E804D4F621E5B721F8B4.06-24-2021-johnson-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw062421&auto_play=false,24.0,4.0
25,6/16/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=8A8E58A2-0923-42A8-82B2-D9EF854369E7,"Hearing on the Nominations of Jeffrey Prieto to be General Counsel of the Environmental Protection Agency, Jane Nishida to be Assistant Administrator for International and Tribal Affairs of the Environmental Protection Agency, and Alejandra Castillo to be Assistant Secretary for Economic Development of the Department of Commerce",,Enviroment,2022-03-22,"['Jeffrey Prieto', 'Jane Nishida', 'Alejandra Castillo', '']","['https://www.epw.senate.gov/public/_cache/files/5/7/57548dc7-998b-4e4e-888d-c496c3630cbd/7644BC156DF870ABD799A96D7204807D.06-16-2021-prieto-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/f/cfeec3b7-dd71-4c4a-afd7-376c8fb744b0/F15B86462F7F0AE2B78572C03486230A.06-16-2021-nishida-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/e/0e1ea7d0-268b-4af2-9f21-d429e8b622be/58E9B62C6CA7D0AA7C56D50AD37BAC1A.06-16-2021-castillo-testimony.pdf', '']","[('Jeffrey Prieto', 'https://www.epw.senate.gov/public/_cache/files/5/7/57548dc7-998b-4e4e-888d-c496c3630cbd/7644BC156DF870ABD799A96D7204807D.06-16-2021-prieto-testimony.pdf'), ('Jane Nishida', 'https://www.epw.senate.gov/public/_cache/files/c/f/cfeec3b7-dd71-4c4a-afd7-376c8fb744b0/F15B86462F7F0AE2B78572C03486230A.06-16-2021-nishida-testimony.pdf'), ('Alejandra Castillo', 'https://www.epw.senate.gov/public/_cache/files/0/e/0e1ea7d0-268b-4af2-9f21-d429e8b622be/58E9B62C6CA7D0AA7C56D50AD37BAC1A.06-16-2021-castillo-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw061621&auto_play=false,25.0,5.0
26,6/9/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=B7B4D8A8-6EDA-4907-82BB-2E86E2117DB3,PFAS: the View from Affected Citizens and States,,Enviroment,2022-03-22,"['Joanne Stanton', 'James Kenney', 'G. Tracy Mehan III', 'Scott Mandirola', '']","['https://www.epw.senate.gov/public/_cache/files/f/9/f9b608e4-848a-480d-9a58-32895f7ba54b/2C56D6EB673FED30FB9733FC802FBEC8.06-09-2021-stanton-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/4/0466e61d-85e2-4678-8196-3c2ea1025351/803668227F8CA4C7AC2EFE5D1EE53958.06-09-2021-kenney-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/d/6/d6c4649f-2778-4c9e-89fc-fc2dc627ad11/01FC9718E832930C75AEBB2D76E06632.06-09-2021-mehan-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/b/7b62651b-c099-4e31-adc9-883b022866c2/343AE06EC5F962259FE30CB15AB4A59F.06-09-2021-mandirola-testimony.pdf', '']","[('Joanne Stanton', 'https://www.epw.senate.gov/public/_cache/files/f/9/f9b608e4-848a-480d-9a58-32895f7ba54b/2C56D6EB673FED30FB9733FC802FBEC8.06-09-2021-stanton-testimony.pdf'), ('James Kenney', 'https://www.epw.senate.gov/public/_cache/files/0/4/0466e61d-85e2-4678-8196-3c2ea1025351/803668227F8CA4C7AC2EFE5D1EE53958.06-09-2021-kenney-testimony.pdf'), ('G. Tracy Mehan III', 'https://www.epw.senate.gov/public/_cache/files/d/6/d6c4649f-2778-4c9e-89fc-fc2dc627ad11/01FC9718E832930C75AEBB2D76E06632.06-09-2021-mehan-testimony.pdf'), ('Scott Mandirola', 'https://www.epw.senate.gov/public/_cache/files/7/b/7b62651b-c099-4e31-adc9-883b022866c2/343AE06EC5F962259FE30CB15AB4A59F.06-09-2021-mandirola-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw060921&auto_play=false,26.0,6.0
27,5/26/21,9:45 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=F276D918-ACE0-4378-A4BE-1E1DF377FC0D,Surface Transportation Markup & Committee Business Meeting,,Enviroment,2022-03-22,[''],[''],"[('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw052621&auto_play=false,27.0,7.0
28,5/19/21,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=0B3AA494-62F3-48DC-946F-8EC531EAF487,"Examining Biodiversity Loss: Drivers, Impacts, and Potential Solutions",,Enviroment,2022-03-22,"['Leah Gerber', 'Edmund ""Ed"" Sullivan', 'Andy Treharne', 'John E. Schmidt', '']","['https://www.epw.senate.gov/public/_cache/files/c/d/cde17bb8-29a7-46fd-8451-0ebc521cf190/4FC3104AB4C035A61C431F645ECD15B3.05-19-2021-gerber-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/6/269813d8-4030-4d66-b2b2-a205b9eac3a0/9C7E371EC2293DC2B93E21E0C7C62225.05-19-2021-sullivan-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/9/e967a675-753a-49ba-bc02-9ed6e54f948c/4142EB355E7429847C4BAD9D53BB9392.05-19-2021-treharne-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/3/9/3970c33d-3e4a-48dd-8453-abc8216b1fbd/D03A6CADC1ACBB2620A3295E4FFA647F.05-19-2021-schmidt-testimony.pdf', '']","[('Leah Gerber', 'https://www.epw.senate.gov/public/_cache/files/c/d/cde17bb8-29a7-46fd-8451-0ebc521cf190/4FC3104AB4C035A61C431F645ECD15B3.05-19-2021-gerber-testimony.pdf'), ('Edmund ""Ed"" Sullivan', 'https://www.epw.senate.gov/public/_cache/files/2/6/269813d8-4030-4d66-b2b2-a205b9eac3a0/9C7E371EC2293DC2B93E21E0C7C62225.05-19-2021-sullivan-testimony.pdf'), ('Andy Treharne', 'https://www.epw.senate.gov/public/_cache/files/e/9/e967a675-753a-49ba-bc02-9ed6e54f948c/4142EB355E7429847C4BAD9D53BB9392.05-19-2021-treharne-testimony.pdf'), ('John E. Schmidt', 'https://www.epw.senate.gov/public/_cache/files/3/9/3970c33d-3e4a-48dd-8453-abc8216b1fbd/D03A6CADC1ACBB2620A3295E4FFA647F.05-19-2021-schmidt-testimony.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw051921&auto_play=false,28.0,8.0
