,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1
1039,07/31/2018,,https://www.commerce.senate.gov/2018/7/the-internet-and-digital-communications-examining-the-impact-of-global-internet-governance,The Internet and Digital Communications: Examining the Impact of Global Internet Governance,,Commerce,2022-03-22,"['Roslyn Layton', 'Denise Zheng Vice President Policy The Business Roundtable', 'Roger Wicker', 'Michael Chertoff', 'James Bladel', 'Roslyn Layton', 'Christopher Painter', 'Denise Zheng']","['https://www.commerce.senate.gov/services/files/B39C721D-5A83-487C-BE51-C28E7534DD58', 'https://www.commerce.senate.gov/services/files/AB53478B-3393-4EA1-B4F9-CDEE3E5F163A', '', 'https://www.commerce.senate.gov/services/files/2376B4AE-47F5-47E3-94D1-B88D83BF67D1', 'https://www.commerce.senate.gov/services/files/C4F2FF32-C5BE-46D9-A9A9-9F62DF438159', 'https://www.commerce.senate.gov/services/files/AD3D2BA0-A68D-46D5-A5F0-39F52F68F35A', 'https://www.commerce.senate.gov/services/files/171CE395-6CA4-477D-A238-6E44AE26274F', 'https://www.commerce.senate.gov/services/files/A741272F-5789-48DC-9C06-DDB5F66F4321']","[('Roslyn Layton', 'https://www.commerce.senate.gov/services/files/B39C721D-5A83-487C-BE51-C28E7534DD58'), ('Denise Zheng Vice President Policy The Business Roundtable', 'https://www.commerce.senate.gov/services/files/AB53478B-3393-4EA1-B4F9-CDEE3E5F163A'), ('Roger Wicker', ''), ('Michael Chertoff', 'https://www.commerce.senate.gov/services/files/2376B4AE-47F5-47E3-94D1-B88D83BF67D1'), ('James Bladel', 'https://www.commerce.senate.gov/services/files/C4F2FF32-C5BE-46D9-A9A9-9F62DF438159'), ('Roslyn Layton', 'https://www.commerce.senate.gov/services/files/AD3D2BA0-A68D-46D5-A5F0-39F52F68F35A'), ('Christopher Painter', 'https://www.commerce.senate.gov/services/files/171CE395-6CA4-477D-A238-6E44AE26274F'), ('Denise Zheng', 'https://www.commerce.senate.gov/services/files/A741272F-5789-48DC-9C06-DDB5F66F4321')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce073118&stt=0:15:30&auto_play=false&wmode=opaque,1039.0,1039.0,1039.0,1039.0,1038.0,1038.0,1052.0,22.0
1040,07/26/2018,,https://www.commerce.senate.gov/2018/7/nominations-hearing,Nominations Hearing,,Commerce,2022-03-22,"['Roger Wicker', 'Bill Nelson', 'Rick A. Dearborn of Oklahomato be a Director of the Amtrak Board o', 'Martin J. Oberman of Illinois to be a Member of the Surface Transpo']","['', '', 'https://www.commerce.senate.gov/services/files/F7A66035-E218-409A-A0B6-A9961994AE40', 'https://www.commerce.senate.gov/services/files/F2DD4332-411C-4D88-856E-3C63B8EA62A3']","[('Roger Wicker', ''), ('Bill Nelson', ''), ('Rick A. Dearborn of Oklahomato be a Director of the Amtrak Board o', 'https://www.commerce.senate.gov/services/files/F7A66035-E218-409A-A0B6-A9961994AE40'), ('Martin J. Oberman of Illinois to be a Member of the Surface Transpo', 'https://www.commerce.senate.gov/services/files/F2DD4332-411C-4D88-856E-3C63B8EA62A3')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce072618&stt=0:15:30&auto_play=false&wmode=opaque,1040.0,1040.0,1040.0,1040.0,1039.0,1039.0,1053.0,23.0
1041,07/25/2018,,https://www.commerce.senate.gov/2018/7/destination-mars-putting-american-boots-on-the-surface-of-the-red-planet,Destination Mars – Putting American Boots on the Surface of the Red Planet,,Commerce,2022-03-22,"['Bill Nelson', 'Tory Bruno', 'Chris Carberry', 'Dava Newman', 'Peggy A. Whitson']","['', 'https://www.commerce.senate.gov/services/files/32B2C5C0-E47B-4A8B-BAB2-FBA678D59EC2', 'https://www.commerce.senate.gov/services/files/ACD5DDB5-542E-474B-A78C-20565DDEE853', 'https://www.commerce.senate.gov/services/files/55E50B50-73A2-47DF-AE2B-B096647F1272', 'https://www.commerce.senate.gov/services/files/89837E3F-8A7E-48B3-B90B-A7B6DB44AC3B']","[('Bill Nelson', ''), ('Tory Bruno', 'https://www.commerce.senate.gov/services/files/32B2C5C0-E47B-4A8B-BAB2-FBA678D59EC2'), ('Chris Carberry', 'https://www.commerce.senate.gov/services/files/ACD5DDB5-542E-474B-A78C-20565DDEE853'), ('Dava Newman', 'https://www.commerce.senate.gov/services/files/55E50B50-73A2-47DF-AE2B-B096647F1272'), ('Peggy A. Whitson', 'https://www.commerce.senate.gov/services/files/89837E3F-8A7E-48B3-B90B-A7B6DB44AC3B')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce072518p&stt=1:01:30&auto_play=false&wmode=opaque,1041.0,1041.0,1041.0,1041.0,1040.0,1040.0,1054.0,24.0
1042,07/25/2018,,https://www.commerce.senate.gov/2018/7/the-race-to-5g-exploring-spectrum-needs-to-maintain-u-s-global-leadership,The Race to 5G: Exploring Spectrum Needs to Maintain U.S. Global Leadership,,Commerce,2022-03-22,"['John Thune', 'Bill Nelson', 'Meredith Baker', 'Dean Brenner', 'Craig T. Cowden', 'Tom Stroup']","['', '', 'https://www.commerce.senate.gov/services/files/1359DAB0-B442-475B-945F-39A94E8B40AF', 'https://www.commerce.senate.gov/services/files/1AA8CA0D-B9CC-43E1-AD25-290BDCB4232C', 'https://www.commerce.senate.gov/services/files/D82B33F1-B152-46F1-A2DE-67BFFBA56221', 'https://www.commerce.senate.gov/services/files/4BF9FAED-2243-43EF-AC3F-B801963BD67B']","[('John Thune', ''), ('Bill Nelson', ''), ('Meredith Baker', 'https://www.commerce.senate.gov/services/files/1359DAB0-B442-475B-945F-39A94E8B40AF'), ('Dean Brenner', 'https://www.commerce.senate.gov/services/files/1AA8CA0D-B9CC-43E1-AD25-290BDCB4232C'), ('Craig T. Cowden', 'https://www.commerce.senate.gov/services/files/D82B33F1-B152-46F1-A2DE-67BFFBA56221'), ('Tom Stroup', 'https://www.commerce.senate.gov/services/files/4BF9FAED-2243-43EF-AC3F-B801963BD67B')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce072518&stt=0:15:30&auto_play=false&wmode=opaque,1042.0,1042.0,1042.0,1042.0,1041.0,1041.0,1055.0,25.0
1043,07/24/2018,,https://www.commerce.senate.gov/2018/7/strengthening-and-empowering-u-s-amateur-athletes-moving-forward-with-solutions,Strengthening and Empowering U.S. Amateur Athletes: Moving Forward with Solutions,,Commerce,2022-03-22,"['Jerry Moran', 'Chuck Grassley', 'John Engler', 'Susanne Lyons', 'Kerry Perry', 'Han Xiao']","['', '', 'https://www.commerce.senate.gov/services/files/36689DF2-61C3-43BD-B3BF-2FAA80B8F117', 'https://www.commerce.senate.gov/services/files/39945643-04C5-408F-9B69-6BB561E35E1F', 'https://www.commerce.senate.gov/services/files/251D65CC-8D5C-4E4F-B252-7BB1C735821C', 'https://www.commerce.senate.gov/services/files/2ABD67CD-821F-46B9-BC27-92015A53E7F8']","[('Jerry Moran', ''), ('Chuck Grassley', ''), ('John Engler', 'https://www.commerce.senate.gov/services/files/36689DF2-61C3-43BD-B3BF-2FAA80B8F117'), ('Susanne Lyons', 'https://www.commerce.senate.gov/services/files/39945643-04C5-408F-9B69-6BB561E35E1F'), ('Kerry Perry', 'https://www.commerce.senate.gov/services/files/251D65CC-8D5C-4E4F-B252-7BB1C735821C'), ('Han Xiao', 'https://www.commerce.senate.gov/services/files/2ABD67CD-821F-46B9-BC27-92015A53E7F8')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce072418p&stt=1:01:30&auto_play=false&wmode=opaque,1043.0,1043.0,1043.0,1043.0,1042.0,1042.0,1056.0,26.0
1044,07/24/2018,,https://www.commerce.senate.gov/2018/7/noaa-s-blue-economy-initiative-supporting-commerce-in-american-oceans-and-great-lakes,NOAA’s Blue Economy Initiative: Supporting Commerce in American Oceans and Great Lakes,,Commerce,2022-03-22,"['Rear Admiral Tim Gallaudet', 'Bill Nelson', 'Rear Admiral Tim Gallaudet']","['https://www.commerce.senate.gov/services/files/59C1A77F-3387-4763-B174-4E5A2D015F0D', '', 'https://www.commerce.senate.gov/services/files/9EFA9EEB-5B5F-439C-889D-0691CCED64DA']","[('Rear Admiral Tim Gallaudet', 'https://www.commerce.senate.gov/services/files/59C1A77F-3387-4763-B174-4E5A2D015F0D'), ('Bill Nelson', ''), ('Rear Admiral Tim Gallaudet', 'https://www.commerce.senate.gov/services/files/9EFA9EEB-5B5F-439C-889D-0691CCED64DA')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce072418&stt=0:15:30&auto_play=false&wmode=opaque,1044.0,1044.0,1044.0,1044.0,1043.0,1043.0,1057.0,27.0
1045,07/18/2018,,https://www.commerce.senate.gov/2018/7/sharks,SHARKS!,,Commerce,2022-03-22,[],[],[],,1045.0,1045.0,1045.0,1045.0,1044.0,1044.0,1058.0,28.0
1046,07/11/2018,,https://www.commerce.senate.gov/2018/7/complex-cybersecurity-vulnerabilities-lessons-learned-from-spectre-and-meltdown,Complex Cybersecurity Vulnerabilities: Lessons Learned from Spectre and Meltdown,,Commerce,2022-03-22,"['José-Marie Griffiths', 'John Thune', 'Donna Dodson', 'José-Marie Griffiths', 'Joyce Kim', 'Art Manion', 'Sri Sridharan']","['https://www.commerce.senate.gov/services/files/7D322667-D3F0-48C2-9BB7-2242EC9538A4', '', 'https://www.commerce.senate.gov/services/files/44D7B496-F8C1-44B6-A333-EEF4C5C867F6', 'https://www.commerce.senate.gov/services/files/B256BAB6-6506-4537-ACB1-60C32C5FA97D', 'https://www.commerce.senate.gov/services/files/7936427B-1A05-42D6-BE3B-8E9C9E821A2F', 'https://www.commerce.senate.gov/services/files/48B3BB9C-570E-4C82-B85E-1B1F017A19AB', 'https://www.commerce.senate.gov/services/files/42435259-D3CC-4740-A231-1BC71276948D']","[('José-Marie Griffiths', 'https://www.commerce.senate.gov/services/files/7D322667-D3F0-48C2-9BB7-2242EC9538A4'), ('John Thune', ''), ('Donna Dodson', 'https://www.commerce.senate.gov/services/files/44D7B496-F8C1-44B6-A333-EEF4C5C867F6'), ('José-Marie Griffiths', 'https://www.commerce.senate.gov/services/files/B256BAB6-6506-4537-ACB1-60C32C5FA97D'), ('Joyce Kim', 'https://www.commerce.senate.gov/services/files/7936427B-1A05-42D6-BE3B-8E9C9E821A2F'), ('Art Manion', 'https://www.commerce.senate.gov/services/files/48B3BB9C-570E-4C82-B85E-1B1F017A19AB'), ('Sri Sridharan', 'https://www.commerce.senate.gov/services/files/42435259-D3CC-4740-A231-1BC71276948D')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce071118&stt=0:15:30&auto_play=false&wmode=opaque,1046.0,1046.0,1046.0,1046.0,1045.0,1045.0,1059.0,29.0
1047,06/27/2018,,https://www.commerce.senate.gov/2018/6/executive-session/499673d6-7086-4ea0-bd4e-b229832ac007,Executive Session,,Commerce,2022-03-22,"['John Thune', 'Bill Nelson']","['', '']","[('John Thune', ''), ('Bill Nelson', '')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce062718&stt=0:30:30&auto_play=false&wmode=opaque,1047.0,1047.0,1047.0,1047.0,1046.0,1046.0,1060.0,30.0
1048,06/20/2018,,https://www.commerce.senate.gov/2018/6/nominations-hearing,Nominations Hearing,,Commerce,2022-03-22,"['John Thune', 'Bill Nelson', 'Peter Aaron Feldman of the District of Columbia', 'Geoffrey Adam Starks of Kansas']","['', '', 'https://www.commerce.senate.gov/services/files/8E87D9FB-D29E-44DD-A7AD-E4375FBA9A94', 'https://www.commerce.senate.gov/services/files/8E09C601-94F5-4A51-B0D1-1AE2B9FEDE7A']","[('John Thune', ''), ('Bill Nelson', ''), ('Peter Aaron Feldman of the District of Columbia', 'https://www.commerce.senate.gov/services/files/8E87D9FB-D29E-44DD-A7AD-E4375FBA9A94'), ('Geoffrey Adam Starks of Kansas', 'https://www.commerce.senate.gov/services/files/8E09C601-94F5-4A51-B0D1-1AE2B9FEDE7A')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce062018&stt=0:30:30&auto_play=false&wmode=opaque,1048.0,1048.0,1048.0,1048.0,1047.0,1047.0,1061.0,31.0
1049,06/19/2018,,https://www.commerce.senate.gov/2018/6/subcommittee-to-hold-hearing-examining-social-media-data-use-and-privacy-concerns,Cambridge Analytica and Other Facebook Partners: Examining Data Privacy Risks,,Commerce,2022-03-22,[],[],[],,1049.0,1049.0,1049.0,1049.0,1048.0,1048.0,1062.0,32.0
1050,06/13/2018,,https://www.commerce.senate.gov/2018/6/oversight-of-the-national-telecommunications-and-information-administration,Oversight of the National Telecommunications and Information Administration,,Commerce,2022-03-22,"['John Thune', 'Bill Nelson', 'David J. Redl']","['', '', 'https://www.commerce.senate.gov/services/files/F3BA19C4-DAC2-4927-9699-01FC5FC19BCE']","[('John Thune', ''), ('Bill Nelson', ''), ('David J. Redl', 'https://www.commerce.senate.gov/services/files/F3BA19C4-DAC2-4927-9699-01FC5FC19BCE')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce061318&stt=01:14:30&auto_play=false&wmode=opaque,1050.0,1050.0,1050.0,1050.0,1049.0,1049.0,1063.0,33.0
1051,06/6/2018,,https://www.commerce.senate.gov/2018/6/examining-the-future-of-the-international-space-station-stakeholder-perspectives,Examining the Future of the International Space Station: Stakeholder Perspectives,,Commerce,2022-03-22,"['Bill Nelson', 'Cynthia Bouthot', 'Jim Chilton', 'Bob Mitchell', 'Michael Suffredini']","['', 'https://www.commerce.senate.gov/services/files/5DF23C76-6783-4B8A-A3B4-0140FED98DE7', 'https://www.commerce.senate.gov/services/files/BD5535C7-DCB6-4764-BBDF-514B724B091A', 'https://www.commerce.senate.gov/services/files/99A7D78B-1B21-42D2-906D-7A7084431C77', 'https://www.commerce.senate.gov/services/files/EB52B303-B7B8-4313-94D7-26F94EB0E0ED']","[('Bill Nelson', ''), ('Cynthia Bouthot', 'https://www.commerce.senate.gov/services/files/5DF23C76-6783-4B8A-A3B4-0140FED98DE7'), ('Jim Chilton', 'https://www.commerce.senate.gov/services/files/BD5535C7-DCB6-4764-BBDF-514B724B091A'), ('Bob Mitchell', 'https://www.commerce.senate.gov/services/files/99A7D78B-1B21-42D2-906D-7A7084431C77'), ('Michael Suffredini', 'https://www.commerce.senate.gov/services/files/EB52B303-B7B8-4313-94D7-26F94EB0E0ED')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce060618&stt=00:28:30&auto_play=false&wmode=opaque,1051.0,1051.0,1051.0,1051.0,1050.0,1050.0,1064.0,34.0
1052,06/5/2018,,https://www.commerce.senate.gov/2018/6/preventing-abuse-in-olympic-and-amateur-athletics-ensuring-a-safe-and-secure-environment-for-our-athletes,Preventing Abuse in Olympic and Amateur Athletics: Ensuring a Safe and Secure Environment for Our Athletes,,Commerce,2022-03-22,"['Jerry Moran', 'Martha Karolyi', 'Scott Blackmun', 'Bill Nelson', 'Lou Anna Simon', 'Rhonda Faehn']","['', 'https://www.commerce.senate.gov/services/files/96C42E09-9C24-4F06-A866-7CC823D9BE79', 'https://www.commerce.senate.gov/services/files/731DC4B2-FD84-416B-8294-507CF5A6D055', '', 'https://www.commerce.senate.gov/services/files/6813B90E-390A-4303-9609-98E8D8407AF2', 'https://www.commerce.senate.gov/services/files/FDCBFADA-EFDB-4EF5-958E-AECE3A014DB4']","[('Jerry Moran', ''), ('Martha Karolyi', 'https://www.commerce.senate.gov/services/files/96C42E09-9C24-4F06-A866-7CC823D9BE79'), ('Scott Blackmun', 'https://www.commerce.senate.gov/services/files/731DC4B2-FD84-416B-8294-507CF5A6D055'), ('Bill Nelson', ''), ('Lou Anna Simon', 'https://www.commerce.senate.gov/services/files/6813B90E-390A-4303-9609-98E8D8407AF2'), ('Rhonda Faehn', 'https://www.commerce.senate.gov/services/files/FDCBFADA-EFDB-4EF5-958E-AECE3A014DB4')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce060518p&stt=00:28:30&auto_play=false&wmode=opaque,1052.0,1052.0,1052.0,1052.0,1051.0,1051.0,1065.0,35.0
1053,06/5/2018,,https://www.commerce.senate.gov/2018/6/a-decade-of-the-digital-coast-partnership-program-successes-and-opportunities,A Decade of the Digital Coast Partnership Program: Successes and Opportunities,,Commerce,2022-03-22,"['Bill Nelson', 'Nicole LeBoeuf', 'Paul Barnes', 'Tyson Fettes', 'David Millar']","['', 'https://www.commerce.senate.gov/services/files/E206DB37-2A7E-4985-87FB-E318851712FF', 'https://www.commerce.senate.gov/services/files/29F9B5A9-8EFE-4512-98FB-A6CA6C556048', 'https://www.commerce.senate.gov/services/files/E7590C43-E103-4689-98F2-625274E09AD1', 'https://www.commerce.senate.gov/services/files/99D632B3-87D0-4AE3-992E-1713A4A246EA']","[('Bill Nelson', ''), ('Nicole LeBoeuf', 'https://www.commerce.senate.gov/services/files/E206DB37-2A7E-4985-87FB-E318851712FF'), ('Paul Barnes', 'https://www.commerce.senate.gov/services/files/29F9B5A9-8EFE-4512-98FB-A6CA6C556048'), ('Tyson Fettes', 'https://www.commerce.senate.gov/services/files/E7590C43-E103-4689-98F2-625274E09AD1'), ('David Millar', 'https://www.commerce.senate.gov/services/files/99D632B3-87D0-4AE3-992E-1713A4A246EA')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce060518&stt=00:28:30&auto_play=false&wmode=opaque,1053.0,1053.0,1053.0,1053.0,1052.0,1052.0,1066.0,36.0
1054,05/22/2018,,https://www.commerce.senate.gov/2018/5/executive-session,Executive Session,,Commerce,2022-03-22,['John Thune'],[''],"[('John Thune', '')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce052218&stt=00:32:00&auto_play=false&wmode=opaque,1054.0,1054.0,1054.0,1054.0,1053.0,1053.0,1067.0,37.0
1055,05/16/2018,,https://www.commerce.senate.gov/2018/5/examining-the-future-of-the-international-space-station-administration-perspectives,Examining the Future of the International Space Station: Administration Perspectives,,Commerce,2022-03-22,"['Ted Cruz', 'Bill Nelson', 'William Gerstenmaier', 'Paul K Martin']","['', '', 'https://www.commerce.senate.gov/services/files/60906547-0251-4FEB-9173-14F4B5B8AAFC', 'https://www.commerce.senate.gov/services/files/D4A03459-8549-4B2A-A972-6E38045D8B4A']","[('Ted Cruz', ''), ('Bill Nelson', ''), ('William Gerstenmaier', 'https://www.commerce.senate.gov/services/files/60906547-0251-4FEB-9173-14F4B5B8AAFC'), ('Paul K Martin', 'https://www.commerce.senate.gov/services/files/D4A03459-8549-4B2A-A972-6E38045D8B4A')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce051618p&stt=00:34:00&auto_play=false&wmode=opaque,1055.0,1055.0,1055.0,1055.0,1054.0,1054.0,1068.0,38.0
1056,05/16/2018,,https://www.commerce.senate.gov/2018/5/nominations-hearing,Nominations Hearing,,Commerce,2022-03-22,"['John Thune', 'John R. Thune', 'Bill Nelson', 'Joseph Gruters', 'Jennifer Homendy', 'Heidi King']","['https://www.commerce.senate.gov/services/files/E82A0442-C3B8-4ECE-86CF-49F302046428', 'https://www.commerce.senate.gov/services/files/C99DB836-E49E-4D32-9170-F4BF4C6B6EDF', '', 'https://www.commerce.senate.gov/services/files/641F47F3-B4DF-4909-ABB5-62C6C2EF9961', 'https://www.commerce.senate.gov/services/files/2F55A4D2-85BC-47BD-80F8-1C108482EA1F', 'https://www.commerce.senate.gov/services/files/56D1E440-4FD5-4EEA-823F-DD7786DA4788']","[('John Thune', 'https://www.commerce.senate.gov/services/files/E82A0442-C3B8-4ECE-86CF-49F302046428'), ('John R. Thune', 'https://www.commerce.senate.gov/services/files/C99DB836-E49E-4D32-9170-F4BF4C6B6EDF'), ('Bill Nelson', ''), ('Joseph Gruters', 'https://www.commerce.senate.gov/services/files/641F47F3-B4DF-4909-ABB5-62C6C2EF9961'), ('Jennifer Homendy', 'https://www.commerce.senate.gov/services/files/2F55A4D2-85BC-47BD-80F8-1C108482EA1F'), ('Heidi King', 'https://www.commerce.senate.gov/services/files/56D1E440-4FD5-4EEA-823F-DD7786DA4788')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce051618&stt=00:28:00&auto_play=false&wmode=opaque,1056.0,1056.0,1056.0,1056.0,1055.0,1055.0,1069.0,39.0
1057,05/15/2018,,https://www.commerce.senate.gov/2018/5/there-s-an-app-for-that-trends-in-mobile-technologies,There’s an App for That: Trends in Mobile Technologies,,Commerce,2022-03-22,"['Roger Wicker', 'Bill Nelson', 'Mike Forster', 'Roger Koch', 'Sarah Oh', 'Morgan Reed']","['', '', 'https://www.commerce.senate.gov/services/files/68774BA0-0C7C-4B22-A31E-411D2BB0E8E6', 'https://www.commerce.senate.gov/services/files/EB433EA4-71CE-4A81-904C-205664B517E7', 'https://www.commerce.senate.gov/services/files/E9CB53AC-91AE-40BD-AF05-34538683FA71', 'https://www.commerce.senate.gov/services/files/966C5C24-B89A-4B09-8E6A-8D7FBAF5E88B']","[('Roger Wicker', ''), ('Bill Nelson', ''), ('Mike Forster', 'https://www.commerce.senate.gov/services/files/68774BA0-0C7C-4B22-A31E-411D2BB0E8E6'), ('Roger Koch', 'https://www.commerce.senate.gov/services/files/EB433EA4-71CE-4A81-904C-205664B517E7'), ('Sarah Oh', 'https://www.commerce.senate.gov/services/files/E9CB53AC-91AE-40BD-AF05-34538683FA71'), ('Morgan Reed', 'https://www.commerce.senate.gov/services/files/966C5C24-B89A-4B09-8E6A-8D7FBAF5E88B')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce051518&stt=00:28:00&auto_play=false&wmode=opaque,1057.0,1057.0,1057.0,1057.0,1056.0,1056.0,1070.0,40.0
1058,05/8/2018,,https://www.commerce.senate.gov/2018/5/keeping-pace-with-innovation-update-on-the-safe-integration-of-unmanned-aircraft-systems-into-the-airspace,Keeping Pace with Innovation – Update on the Safe Integration of Unmanned Aircraft Systems into the Airspace,,Commerce,2022-03-22,"['Roy Blunt', 'Earl Lawrence', 'Brian Wynne', 'Matthew S. Zuccaro', 'Todd Graetz']","['', 'https://www.commerce.senate.gov/services/files/5ED3F6CF-A5CF-4A78-A387-B3C8BD761A48', 'https://www.commerce.senate.gov/services/files/059418FF-45F4-4908-BD5E-211C4BE721CC', 'https://www.commerce.senate.gov/services/files/1A1E571C-F38A-4E39-9709-C3771951087E', 'https://www.commerce.senate.gov/services/files/6B09FEF7-53C8-4AFD-9066-0FA19C430BA1']","[('Roy Blunt', ''), ('Earl Lawrence', 'https://www.commerce.senate.gov/services/files/5ED3F6CF-A5CF-4A78-A387-B3C8BD761A48'), ('Brian Wynne', 'https://www.commerce.senate.gov/services/files/059418FF-45F4-4908-BD5E-211C4BE721CC'), ('Matthew S. Zuccaro', 'https://www.commerce.senate.gov/services/files/1A1E571C-F38A-4E39-9709-C3771951087E'), ('Todd Graetz', 'https://www.commerce.senate.gov/services/files/6B09FEF7-53C8-4AFD-9066-0FA19C430BA1')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce050818&stt=00:28:30&auto_play=false&wmode=opaque,1058.0,1058.0,1058.0,1058.0,1057.0,1057.0,1071.0,41.0
1059,04/25/2018,,https://www.commerce.senate.gov/2018/4/enhancing-the-marine-mammal-protection-act,Enhancing the Marine Mammal Protection Act,,Commerce,2022-03-22,"['Chris Oliver', 'Mike Miller', 'Guy Norman', 'Rae Stone', 'Jane Davenport']","['https://www.commerce.senate.gov/services/files/1A25F948-CB58-4C10-B939-22FE8F6CBB68', 'https://www.commerce.senate.gov/services/files/8CFC6282-3590-4083-B6B6-153BA0E1C8A5', 'https://www.commerce.senate.gov/services/files/5B4A0D50-1126-40AB-9265-59C733C84ECD', 'https://www.commerce.senate.gov/services/files/D9777242-86EB-4912-8372-210578A41721', 'https://www.commerce.senate.gov/services/files/60FDBE7C-9EF4-4C6D-9B0E-35565267B748']","[('Chris Oliver', 'https://www.commerce.senate.gov/services/files/1A25F948-CB58-4C10-B939-22FE8F6CBB68'), ('Mike Miller', 'https://www.commerce.senate.gov/services/files/8CFC6282-3590-4083-B6B6-153BA0E1C8A5'), ('Guy Norman', 'https://www.commerce.senate.gov/services/files/5B4A0D50-1126-40AB-9265-59C733C84ECD'), ('Rae Stone', 'https://www.commerce.senate.gov/services/files/D9777242-86EB-4912-8372-210578A41721'), ('Jane Davenport', 'https://www.commerce.senate.gov/services/files/60FDBE7C-9EF4-4C6D-9B0E-35565267B748')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce042518p&stt=00:14:00&auto_play=false&wmode=opaque,1059.0,1059.0,1059.0,1059.0,1058.0,1058.0,1072.0,42.0
1060,04/25/2018,,https://www.commerce.senate.gov/2018/4/executive-session,Executive Session,,Commerce,2022-03-22,[],[],[],https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce042518&stt=00:32:00&auto_play=false&wmode=opaque,1060.0,1060.0,1060.0,1060.0,1059.0,1059.0,1073.0,43.0
1061,04/24/2018,,https://www.commerce.senate.gov/2018/4/maritime-transportation-opportunities-and-challenges,Maritime Transportation: Opportunities and Challenges,,Commerce,2022-03-22,"['Mark H. Buzby Ret.', 'Michael Khouri', 'Rear Admiral James Helis USMS', 'Craig Middlebrook']","['https://www.commerce.senate.gov/services/files/2826BE9C-03B9-4246-BC96-1E68AAE3985E', 'https://www.commerce.senate.gov/services/files/634736C9-0469-4B86-8C20-74D67D1E1CF4', 'https://www.commerce.senate.gov/services/files/57B2F75C-C03A-4B67-A4A3-97ECD5CA08AD', 'https://www.commerce.senate.gov/services/files/59AE64B6-4B00-4F59-80AA-35D029F4E854']","[('Mark H. Buzby Ret.', 'https://www.commerce.senate.gov/services/files/2826BE9C-03B9-4246-BC96-1E68AAE3985E'), ('Michael Khouri', 'https://www.commerce.senate.gov/services/files/634736C9-0469-4B86-8C20-74D67D1E1CF4'), ('Rear Admiral James Helis USMS', 'https://www.commerce.senate.gov/services/files/57B2F75C-C03A-4B67-A4A3-97ECD5CA08AD'), ('Craig Middlebrook', 'https://www.commerce.senate.gov/services/files/59AE64B6-4B00-4F59-80AA-35D029F4E854')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce042418&stt=00:14:00&auto_play=false&wmode=opaque,1061.0,1061.0,1061.0,1061.0,1060.0,1060.0,1074.0,44.0
