,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
71,03/24/21,10:00AM,https://www.banking.senate.gov/hearings/03/17/2021/the-quarterly-cares-act-report-to-congress,Full Committee Hearing:The Quarterly CARES Act Report to Congress,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Janet L. Yellen', 'Jerome H. Powell']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statment%203-24-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Yellen%20Testimony%203-24-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%203-24-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statment%203-24-21.pdf'), ('Janet L. Yellen', 'https://www.banking.senate.gov/imo/media/doc/Yellen%20Testimony%203-24-21.pdf'), ('Jerome H. Powell', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%203-24-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=846C02E2-5056-A066-60FB-343D7D5196F0,67.0,67.0,66.0,66
72,03/18/21,10:00AM,https://www.banking.senate.gov/hearings/21st-century-economy-protecting-the-financial-system-from-risks-associated-with-climate-change,Full Committee Hearing:21st Century Economy: Protecting the Financial System from Risks Associated with Climate Change,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Gregory Gelzinis', 'Nathaniel Keohane', 'Marilyn Waite', 'John Cochrane', 'Benjamin Zycher']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Gelzinis%20Testimony%203-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Keohane%20Testimony%203-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Waite%20Testimony%203-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Cochrane%20Testimony%203-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Zycher%20Testimony%203-18-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-18-21.pdf'), ('Gregory Gelzinis', 'https://www.banking.senate.gov/imo/media/doc/Gelzinis%20Testimony%203-18-21.pdf'), ('Nathaniel Keohane', 'https://www.banking.senate.gov/imo/media/doc/Keohane%20Testimony%203-18-21.pdf'), ('Marilyn Waite', 'https://www.banking.senate.gov/imo/media/doc/Waite%20Testimony%203-18-21.pdf'), ('John Cochrane', 'https://www.banking.senate.gov/imo/media/doc/Cochrane%20Testimony%203-18-21.pdf'), ('Benjamin Zycher', 'https://www.banking.senate.gov/imo/media/doc/Zycher%20Testimony%203-18-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=69145C27-5056-A066-608A-2C536F89789E,68.0,68.0,67.0,67
73,03/16/21,02:00PM,https://www.banking.senate.gov/hearings/home_life-the-state-of-housing-in-america,Full Committee Hearing:Home = Life: The State of Housing in America,,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Chris Herbert', 'Diane Yentel', 'Nikitra Bailey', 'Edward J. Pinto', 'Ed DeMarco']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-16-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Herbert%20Testimony%203-16-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Yentel%20Testimony%203-16-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Bailey%20Testimony%203-16-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Pinto%20Testimony%203-16-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/DeMarco%20Testimony%203-16-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-16-211.pdf'), ('Chris Herbert', 'https://www.banking.senate.gov/imo/media/doc/Herbert%20Testimony%203-16-21.pdf'), ('Diane Yentel', 'https://www.banking.senate.gov/imo/media/doc/Yentel%20Testimony%203-16-21.pdf'), ('Nikitra Bailey', 'https://www.banking.senate.gov/imo/media/doc/Bailey%20Testimony%203-16-21.pdf'), ('Edward J. Pinto', 'https://www.banking.senate.gov/imo/media/doc/Pinto%20Testimony%203-16-21.pdf'), ('Ed DeMarco', 'https://www.banking.senate.gov/imo/media/doc/DeMarco%20Testimony%203-16-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=FBC32ACE-5056-A066-60FE-F785584392C5,69.0,69.0,68.0,68
74,03/09/21,10:00AM,https://www.banking.senate.gov/hearings/who-wins-on-wall-street-gamestop-robinhood-and-the-state-of-retail-investing,"Full Committee Hearing:Who Wins on Wall Street? GameStop, Robinhood, and the State of Retail Investing",Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Professor Gina-Gail S. Fletcher', 'Rachel J. Robasciotti', 'Teresa Ghilarducci', 'Michael S. Piwowar', 'Andrew N. Vollmer']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-9-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Fletcher%20Testimony%203-9-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Robasciotti%20Testimony%203-9-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Ghilarducci%20Testimony%203-9-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Piwowar%20Testimony%203-9-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Vollmer%20Testimony%203-9-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-9-21.pdf'), ('Professor Gina-Gail S. Fletcher', 'https://www.banking.senate.gov/imo/media/doc/Fletcher%20Testimony%203-9-21.pdf'), ('Rachel J. Robasciotti', 'https://www.banking.senate.gov/imo/media/doc/Robasciotti%20Testimony%203-9-21.pdf'), ('Teresa Ghilarducci', 'https://www.banking.senate.gov/imo/media/doc/Ghilarducci%20Testimony%203-9-211.pdf'), ('Michael S. Piwowar', 'https://www.banking.senate.gov/imo/media/doc/Piwowar%20Testimony%203-9-21.pdf'), ('Andrew N. Vollmer', 'https://www.banking.senate.gov/imo/media/doc/Vollmer%20Testimony%203-9-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=97B0536D-5056-A066-605A-BFC39726EF93,70.0,70.0,69.0,69
75,03/04/21,10:15AM,https://www.banking.senate.gov/hearings/wall-street-vs-workers-how-the-financial-system-hurts-workers-and-widens-the-racial-wealth-gap,Full Committee Hearing:Wall Street vs. Workers: How the Financial System Hurts Workers and Widens the Racial Wealth Gap,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Abbye Atkinson', 'Darrick Hamilton', 'Professor Glenn Loury']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Opening%20Statement%203-4-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Atkinson%20Testimony%203-3-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Hamilton%20Testimony%20Update%203-4-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Loury%20Testimony%203-4-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Opening%20Statement%203-4-21.pdf'), ('Abbye Atkinson', 'https://www.banking.senate.gov/imo/media/doc/Atkinson%20Testimony%203-3-21.pdf'), ('Darrick Hamilton', 'https://www.banking.senate.gov/imo/media/doc/Hamilton%20Testimony%20Update%203-4-21.pdf'), ('Professor Glenn Loury', 'https://www.banking.senate.gov/imo/media/doc/Loury%20Testimony%203-4-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=919B8C64-5056-A066-606F-DA5887E781AD,71.0,71.0,70.0,70
76,03/02/21,10:00AM,https://www.banking.senate.gov/hearings/02/22/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Gary Gensler', 'Rohit Chopra']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-2-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Gensler%20Testimony%203-2-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Chopra%20Testimony%203-2-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%203-2-21.pdf'), ('Gary Gensler', 'https://www.banking.senate.gov/imo/media/doc/Gensler%20Testimony%203-2-21.pdf'), ('Rohit Chopra', 'https://www.banking.senate.gov/imo/media/doc/Chopra%20Testimony%203-2-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=F1F2941F-5056-A066-6040-A53275E193E3,72.0,72.0,71.0,71
77,02/25/21,09:30AM,https://www.banking.senate.gov/hearings/the-coronavirus-crisis-next-steps-for-rebuilding-main-street,Full Committee Hearing:The Coronavirus Crisis: Next Steps for Rebuilding Main Street,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Watchen Harris Bruce', 'Joe DeLoss', 'Jessica Milano', 'Joel Griffith', 'Dani Ritchie']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%202-25-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Bruce%20Testimony%202-25-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/DeLoss%20Testimony%202-25-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Milano%20Testimony%202-25-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Griffith%20Testimony%202-25-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Ritchie%20Testimony%202-25-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%202-25-21.pdf'), ('Watchen Harris Bruce', 'https://www.banking.senate.gov/imo/media/doc/Bruce%20Testimony%202-25-21.pdf'), ('Joe DeLoss', 'https://www.banking.senate.gov/imo/media/doc/DeLoss%20Testimony%202-25-21.pdf'), ('Jessica Milano', 'https://www.banking.senate.gov/imo/media/doc/Milano%20Testimony%202-25-21.pdf'), ('Joel Griffith', 'https://www.banking.senate.gov/imo/media/doc/Griffith%20Testimony%202-25-21.pdf'), ('Dani Ritchie', 'https://www.banking.senate.gov/imo/media/doc/Ritchie%20Testimony%202-25-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=31D76A8E-5056-A066-6027-7EFE4B22EEBA,73.0,73.0,72.0,72
78,02/23/21,10:00AM,https://www.banking.senate.gov/hearings/02/12/2021/the-semiannual-monetary-policy-report-to-the-congress,Full Committee Hearing:The Semiannual Monetary Policy Report to the Congress,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Jerome H. Powell']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%202-23-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%202-23-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%202-23-21.pdf'), ('Jerome H. Powell', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%202-23-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=EA8053CD-5056-A066-60B9-F924A8802A53,74.0,74.0,73.0,73
79,02/18/21,11:00AM,https://www.banking.senate.gov/hearings/the-coronavirus-crisis-paving-the-way-to-an-equitable-recovery,Legislative:The Coronavirus Crisis: Paving the Way to An Equitable Recovery,Remote  ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Jamael Tito Brown', 'John A. Costa', 'Jyoshu Tsushima', 'Douglas Holtz-Eakin PH.D.', 'Gianni Cracchiolo']","['https://www.banking.senate.gov/imo/media/doc/Brown%20opening%20statement%202-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Testimony%202-18-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Costa%20Testimony%202-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Tsushima%20Testimony%202-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Holtz-Eakin%20Testimony%202-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Cracchiolo%20Testimony%202-18-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20opening%20statement%202-18-21.pdf'), ('Jamael Tito Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Testimony%202-18-211.pdf'), ('John A. Costa', 'https://www.banking.senate.gov/imo/media/doc/Costa%20Testimony%202-18-21.pdf'), ('Jyoshu Tsushima', 'https://www.banking.senate.gov/imo/media/doc/Tsushima%20Testimony%202-18-21.pdf'), ('Douglas Holtz-Eakin PH.D.', 'https://www.banking.senate.gov/imo/media/doc/Holtz-Eakin%20Testimony%202-18-21.pdf'), ('Gianni Cracchiolo', 'https://www.banking.senate.gov/imo/media/doc/Cracchiolo%20Testimony%202-18-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=C31388E7-5056-A066-6098-6C6736ED6C7B,75.0,75.0,74.0,74
80,01/28/21,10:00AM,https://www.banking.senate.gov/hearings/01/21/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Remote ,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Marcia L. Fudge', 'Cecilia E. Rouse']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Opening%20Statement%201-28-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Fudge%20Testimony%201-28-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Rouse%20Testimony%201-26-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Opening%20Statement%201-28-21.pdf'), ('Marcia L. Fudge', 'https://www.banking.senate.gov/imo/media/doc/Fudge%20Testimony%201-28-21.pdf'), ('Cecilia E. Rouse', 'https://www.banking.senate.gov/imo/media/doc/Rouse%20Testimony%201-26-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=791FF2C3-5056-A066-60FA-C1837D985235,76.0,76.0,75.0,75
81,12/16/20,09:30AM,https://www.banking.senate.gov/hearings/us-china-winning-the-economic-competition-part-ii,"Subcommittee Hearing:US-China: Winning the Economic Competition, Part II",Remote ,Banking,2022-03-22,"['Tom Cotton', 'Catherine Cortez Masto', 'Will Hurd', 'Derek Scissors', 'Melanie M. Hart,', 'Roy Houseman']","['https://www.banking.senate.gov/imo/media/doc/Cotton%20Opening%20Statment%2012-16-201.pdf', 'https://www.banking.senate.gov/imo/media/doc/Cortez%20Masto%20Opening%20Statement%2012-16-201.pdf', 'https://www.banking.senate.gov/imo/media/doc/Hurd%20Testimony%2012-16-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Scissors%20Testimony%2012-16-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Hart%20Testimony%2012-16-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Houseman%20Testimony%2012-16-20.pdf']","[('Tom Cotton', 'https://www.banking.senate.gov/imo/media/doc/Cotton%20Opening%20Statment%2012-16-201.pdf'), ('Catherine Cortez Masto', 'https://www.banking.senate.gov/imo/media/doc/Cortez%20Masto%20Opening%20Statement%2012-16-201.pdf'), ('Will Hurd', 'https://www.banking.senate.gov/imo/media/doc/Hurd%20Testimony%2012-16-20.pdf'), ('Derek Scissors', 'https://www.banking.senate.gov/imo/media/doc/Scissors%20Testimony%2012-16-20.pdf'), ('Melanie M. Hart,', 'https://www.banking.senate.gov/imo/media/doc/Hart%20Testimony%2012-16-20.pdf'), ('Roy Houseman', 'https://www.banking.senate.gov/imo/media/doc/Houseman%20Testimony%2012-16-20.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=D3C33BEC-5056-A066-6055-DDB15DAEEFFF,77.0,77.0,76.0,76
82,12/01/20,10:00AM,https://www.banking.senate.gov/hearings/11/20/2020/the-quarterly-cares-act-report-to-congress,Full Committee Hearing:The Quarterly CARES Act Report to Congress,Dirksen Senate Office Building 106,Banking,2022-03-22,"['Chairman Mike Crapo', 'Chairman Sherrod Brown', 'Steven T. Mnuchin', 'Jerome H. Powell']","['https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%2012-1-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-1-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Mnuchin%20Testimony%2012-1-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%2012-1-20.pdf']","[('Chairman Mike Crapo', 'https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%2012-1-20.pdf'), ('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-1-20.pdf'), ('Steven T. Mnuchin', 'https://www.banking.senate.gov/imo/media/doc/Mnuchin%20Testimony%2012-1-20.pdf'), ('Jerome H. Powell', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%2012-1-20.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=061AC3AB-5056-A066-60D9-3EC998AD5BB3,78.0,78.0,77.0,77
83,11/17/20,10:00AM,https://www.banking.senate.gov/hearings/10/23/2020/oversight-of-the-securities-and-exchange-commission,Full Committee Hearing:Oversight of the Securities and Exchange Commission,Remote ,Banking,2022-03-22,"['Chairman Mike Crapo', 'Chairman Sherrod Brown', 'Jay Clayton']","['https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%2011-17-201.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-17-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Clayton%20Testimony%2011-17-202.pdf']","[('Chairman Mike Crapo', 'https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%2011-17-201.pdf'), ('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-17-20.pdf'), ('Jay Clayton', 'https://www.banking.senate.gov/imo/media/doc/Clayton%20Testimony%2011-17-202.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=63D934C1-5056-A066-6012-0550F20FDC8B,79.0,79.0,78.0,78
84,11/10/20,02:30PM,https://www.banking.senate.gov/hearings/10/23/2020/oversight-of-financial-regulators,Full Committee Hearing:Oversight of Financial Regulators,Remote ,Banking,2022-03-22,"['Chairman Mike Crapo', 'Chairman Sherrod Brown', 'Randal K. Quarles', 'Brian Brooks', 'Jelena McWilliams', 'Rodney E. Hood']","['https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%2011-10-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-10-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Quarles%20Testimony%2011-20-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brooks%20Testimony%2011-10-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/McWilliams%20Testimony%2011-10-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Hood%20Testimony%2011-10-20.pdf']","[('Chairman Mike Crapo', 'https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%2011-10-20.pdf'), ('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-10-20.pdf'), ('Randal K. Quarles', 'https://www.banking.senate.gov/imo/media/doc/Quarles%20Testimony%2011-20-20.pdf'), ('Brian Brooks', 'https://www.banking.senate.gov/imo/media/doc/Brooks%20Testimony%2011-10-20.pdf'), ('Jelena McWilliams', 'https://www.banking.senate.gov/imo/media/doc/McWilliams%20Testimony%2011-10-20.pdf'), ('Rodney E. Hood', 'https://www.banking.senate.gov/imo/media/doc/Hood%20Testimony%2011-10-20.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6339F522-5056-A066-60E1-B38AB8CD532D,80.0,80.0,79.0,79
85,09/24/20,10:00AM,https://www.banking.senate.gov/hearings/09/14/2020/the-quarterly-cares-act-report-to-congress,Full Committee Hearing:The Quarterly CARES Act Report to Congress,Dirksen Senate Office Building 106,Banking,2022-03-22,"['Chairman Mike Crapo', 'Chairman Sherrod Brown', 'Steven T. Mnuchin', 'Jerome H. Powell']","['https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%209-24-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%209-24-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Mnuchin%20Testimony%209-24-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%209-24-20.pdf']","[('Chairman Mike Crapo', 'https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%209-24-20.pdf'), ('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%209-24-20.pdf'), ('Steven T. Mnuchin', 'https://www.banking.senate.gov/imo/media/doc/Mnuchin%20Testimony%209-24-20.pdf'), ('Jerome H. Powell', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%209-24-20.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=856E7C32-5056-A066-6023-69B500A45057,81.0,81.0,80.0,80
86,09/09/20,10:00AM,https://www.banking.senate.gov/hearings/the-status-of-the-federal-reserve-emergency-lending-facilities,Full Committee Hearing:The Status of the Federal Reserve Emergency Lending Facilities,Remote ,Banking,2022-03-22,"['Chairman Mike Crapo', 'Chairman Sherrod Brown', 'Hal Scott', 'Jeffrey D. DeBoer', 'William Spriggs']","['https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%209-9-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%209-9-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/Scott%20Testimony%209-9-20.pdf', 'https://www.banking.senate.gov/imo/media/doc/DeBoer%20Testimony%209-9-201.pdf', 'https://www.banking.senate.gov/imo/media/doc/Spriggs%20Testimony%209-9-20.pdf']","[('Chairman Mike Crapo', 'https://www.banking.senate.gov/imo/media/doc/Crapo%20Statement%209-9-20.pdf'), ('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%209-9-20.pdf'), ('Hal Scott', 'https://www.banking.senate.gov/imo/media/doc/Scott%20Testimony%209-9-20.pdf'), ('Jeffrey D. DeBoer', 'https://www.banking.senate.gov/imo/media/doc/DeBoer%20Testimony%209-9-201.pdf'), ('William Spriggs', 'https://www.banking.senate.gov/imo/media/doc/Spriggs%20Testimony%209-9-20.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=E707E938-5056-A066-6062-091150848B29,82.0,82.0,81.0,81
