,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
573,02/26/09,10:00AM,https://www.banking.senate.gov/hearings/homeowner-affordability-and-stability-plan,Full Committee Hearing:Homeowner Affordability and Stability Plan,,Banking,2022-03-22,"['Christopher J. Dodd', 'Shaun Donovan']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement10.pdf', 'https://www.banking.senate.gov/imo/media/doc/Donovantestimony22609.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement10.pdf'), ('Shaun Donovan', 'https://www.banking.senate.gov/imo/media/doc/Donovantestimony22609.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=34EA20B1-065B-42BB-A0CE-903687CF1786,569.0,569.0,568.0,565
574,02/24/09,10:00AM,https://www.banking.senate.gov/hearings/2009/02/24/the-semiannual-monetary-policy-report-to-the-congress,Full Committee Hearing:The Semiannual Monetary Policy Report to the Congress,,Banking,2022-03-22,"['Christopher J. Dodd', 'Ben S. Bernanke']","['https://www.banking.senate.gov/imo/media/doc/022409_DoddStatement.pdf', 'https://www.banking.senate.gov/imo/media/doc/BERNANKESTMT022409_MPR_SenateBankingCommittee.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/022409_DoddStatement.pdf'), ('Ben S. Bernanke', 'https://www.banking.senate.gov/imo/media/doc/BERNANKESTMT022409_MPR_SenateBankingCommittee.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=07CDFDB4-D48B-4CFF-BA92-7CC973E63AD1,570.0,570.0,569.0,566
575,02/12/09,10:00AM,https://www.banking.senate.gov/hearings/modernizing-consumer-protection-in-the-financial-regulatory-system-strengthening-credit-card-protections,Full Committee Hearing:Modernizing Consumer Protection in the Financial Regulatory System: Strengthening Credit Card Protections,,Banking,2022-03-22,"['Christopher J. Dodd', 'Lawrence M. Ausubel', 'Kenneth J. Clayton', 'Adam J. Levitin', 'Travis B. Plunkett', 'James C. Sturdevant', 'Todd Zywicki']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement3.pdf', 'https://www.banking.senate.gov/imo/media/doc/ausubeltestimony12february2009v3revised.pdf', 'https://www.banking.senate.gov/imo/media/doc/ClaytonStatement21209FINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/Levitin2SenateBankingTestimony21209.pdf', 'https://www.banking.senate.gov/imo/media/doc/PlunkettSenateBankingtestimonyFeb122009.pdf', 'https://www.banking.senate.gov/imo/media/doc/SturdevantsTestimonySenateBanking21209Final.pdf', 'https://www.banking.senate.gov/imo/media/doc/ZywickiCreditCardTestimonySenate2122009.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement3.pdf'), ('Lawrence M. Ausubel', 'https://www.banking.senate.gov/imo/media/doc/ausubeltestimony12february2009v3revised.pdf'), ('Kenneth J. Clayton', 'https://www.banking.senate.gov/imo/media/doc/ClaytonStatement21209FINAL.pdf'), ('Adam J. Levitin', 'https://www.banking.senate.gov/imo/media/doc/Levitin2SenateBankingTestimony21209.pdf'), ('Travis B. Plunkett', 'https://www.banking.senate.gov/imo/media/doc/PlunkettSenateBankingtestimonyFeb122009.pdf'), ('James C. Sturdevant', 'https://www.banking.senate.gov/imo/media/doc/SturdevantsTestimonySenateBanking21209Final.pdf'), ('Todd Zywicki', 'https://www.banking.senate.gov/imo/media/doc/ZywickiCreditCardTestimonySenate2122009.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=33C569E7-82D6-432F-A1C7-C055219DD557,571.0,571.0,570.0,567
576,02/10/09,02:30PM,https://www.banking.senate.gov/hearings/oversight-of-the-financial-rescue-program-a-new-plan-for-the-tarp,Oversight:Oversight of the Financial Rescue Program: A New Plan for the TARP,,Banking,2022-03-22,"['Christopher J. Dodd', 'Honorable Timothy Geithner']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement20.pdf', 'https://www.banking.senate.gov/imo/media/doc/GeithnerSecretaryGeithnerTestimonySenateBankingCommittee21009FINAL.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement20.pdf'), ('Honorable Timothy Geithner', 'https://www.banking.senate.gov/imo/media/doc/GeithnerSecretaryGeithnerTestimonySenateBankingCommittee21009FINAL.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=28F2539E-817D-43F1-B5F7-E4D8777914C7,572.0,572.0,571.0,568
577,02/05/09,10:00AM,https://www.banking.senate.gov/hearings/pulling-back-the-tarp-oversight-of-the-financial-rescue-program,Full Committee Hearing:Pulling Back the TARP:  Oversight of the Financial Rescue Program,,Banking,2022-03-22,"['Christopher J. Dodd', 'Sherrod Brown', 'Honorable Neil M. Barofsky', 'Gene L. Dodaro', 'Professor Elizabeth Warren']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement2.pdf', 'https://www.banking.senate.gov/imo/media/doc/BrownsRemarks2509totheBankingCommitteeReTARPOversight.pdf', 'https://www.banking.senate.gov/imo/media/doc/BarofskyNBTestimonySenateBankingCommittee2509.pdf', 'https://www.banking.senate.gov/imo/media/doc/Dodaro2509GAO09359T.pdf', 'https://www.banking.senate.gov/imo/media/doc/Warrentestimonyfinal2509.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement2.pdf'), ('Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/BrownsRemarks2509totheBankingCommitteeReTARPOversight.pdf'), ('Honorable Neil M. Barofsky', 'https://www.banking.senate.gov/imo/media/doc/BarofskyNBTestimonySenateBankingCommittee2509.pdf'), ('Gene L. Dodaro', 'https://www.banking.senate.gov/imo/media/doc/Dodaro2509GAO09359T.pdf'), ('Professor Elizabeth Warren', 'https://www.banking.senate.gov/imo/media/doc/Warrentestimonyfinal2509.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6450475C-F46A-46C5-AB24-6C199C173F62,573.0,573.0,572.0,569
578,02/04/09,03:00PM,https://www.banking.senate.gov/hearings/modernizing-the-us-financial-regulatory-system,Full Committee Hearing:Modernizing the U.S. Financial Regulatory System,,Banking,2022-03-22,"['Christopher J. Dodd', 'Honorable Paul A. Volcker', 'Gene L. Dodaro']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement1.pdf', 'https://www.banking.senate.gov/imo/media/doc/VolckerTestimony2409.pdf', 'https://www.banking.senate.gov/imo/media/doc/DodaroTestimony2409.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement1.pdf'), ('Honorable Paul A. Volcker', 'https://www.banking.senate.gov/imo/media/doc/VolckerTestimony2409.pdf'), ('Gene L. Dodaro', 'https://www.banking.senate.gov/imo/media/doc/DodaroTestimony2409.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=11173475-2B5E-44E6-A835-24D698BB62B1,574.0,574.0,573.0,570
579,01/27/09,10:00AM,https://www.banking.senate.gov/hearings/madoff-investment-securities-fraud-regulatory-and-oversight-concerns-and-the-need-for-reform,Full Committee Hearing:Madoff Investment Securities Fraud: Regulatory and Oversight Concerns and the Need for Reform,,Banking,2022-03-22,"['Christopher J. Dodd', 'Michael F. Bennet', 'Tim Johnson', 'Henry A. Backe', 'Professor John C. Coffee', 'Stephen Harbeck', 'Stephen Luparello', 'Lori Richards', 'Linda Thomsen']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement.pdf', 'https://www.banking.senate.gov/imo/media/doc/BENNETStatement12709.pdf', 'https://www.banking.senate.gov/imo/media/doc/JOHNSONStatement012709Madoff.pdf', 'https://www.banking.senate.gov/imo/media/doc/BackeTestimony12709.pdf', 'https://www.banking.senate.gov/imo/media/doc/Coffee12709SenateTestimonyMadoffSecuritiesFraud2.pdf', 'https://www.banking.senate.gov/imo/media/doc/HarbeckStatementSenateBanking12709.pdf', 'https://www.banking.senate.gov/imo/media/doc/LuparelloFINRATestimony12709.pdf', 'https://www.banking.senate.gov/imo/media/doc/RichardsTestimonySEC12709.pdf', 'https://www.banking.senate.gov/imo/media/doc/ThomsenSECTestimony12709.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement.pdf'), ('Michael F. Bennet', 'https://www.banking.senate.gov/imo/media/doc/BENNETStatement12709.pdf'), ('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JOHNSONStatement012709Madoff.pdf'), ('Henry A. Backe', 'https://www.banking.senate.gov/imo/media/doc/BackeTestimony12709.pdf'), ('Professor John C. Coffee', 'https://www.banking.senate.gov/imo/media/doc/Coffee12709SenateTestimonyMadoffSecuritiesFraud2.pdf'), ('Stephen Harbeck', 'https://www.banking.senate.gov/imo/media/doc/HarbeckStatementSenateBanking12709.pdf'), ('Stephen Luparello', 'https://www.banking.senate.gov/imo/media/doc/LuparelloFINRATestimony12709.pdf'), ('Lori Richards', 'https://www.banking.senate.gov/imo/media/doc/RichardsTestimonySEC12709.pdf'), ('Linda Thomsen', 'https://www.banking.senate.gov/imo/media/doc/ThomsenSECTestimony12709.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=B1D4462D-9B11-476B-A017-E9C30686E4F0,575.0,575.0,574.0,571
580,01/15/09,10:00AM,https://www.banking.senate.gov/hearings/2009/01/15/nomination-hearing,Nomination Hearing:Nomination Hearing,,Banking,2022-03-22,"['Christopher J. Dodd', 'Jon Tester', 'Tim Johnson', 'Honorable Mary Schapiro', 'Daniel Tarullo', 'Austan Goolsbee', 'Christina Romer', 'Cecilia Rouse']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement13.pdf', 'https://www.banking.senate.gov/imo/media/doc/TESTER011509TesterOpeningStatement.pdf', 'https://www.banking.senate.gov/imo/media/doc/StatementofSenatorTimJohnson011509SECFEDCEA.pdf', 'https://www.banking.senate.gov/imo/media/doc/SchapiroFINALtestimony11509.pdf', 'https://www.banking.senate.gov/imo/media/doc/Tarullofinaltestimony11509.pdf', 'https://www.banking.senate.gov/imo/media/doc/GoolsbeeFinaltestimony11509.pdf', 'https://www.banking.senate.gov/imo/media/doc/RomerFinaltestimony11509.pdf', 'https://www.banking.senate.gov/imo/media/doc/RouseFinalTestimony11509.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement13.pdf'), ('Jon Tester', 'https://www.banking.senate.gov/imo/media/doc/TESTER011509TesterOpeningStatement.pdf'), ('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/StatementofSenatorTimJohnson011509SECFEDCEA.pdf'), ('Honorable Mary Schapiro', 'https://www.banking.senate.gov/imo/media/doc/SchapiroFINALtestimony11509.pdf'), ('Daniel Tarullo', 'https://www.banking.senate.gov/imo/media/doc/Tarullofinaltestimony11509.pdf'), ('Austan Goolsbee', 'https://www.banking.senate.gov/imo/media/doc/GoolsbeeFinaltestimony11509.pdf'), ('Christina Romer', 'https://www.banking.senate.gov/imo/media/doc/RomerFinaltestimony11509.pdf'), ('Cecilia Rouse', 'https://www.banking.senate.gov/imo/media/doc/RouseFinalTestimony11509.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=AB9DDA7A-3A2F-41F9-BB69-5B0C7C4E10FB,576.0,576.0,575.0,572
581,01/13/09,10:00AM,https://www.banking.senate.gov/hearings/2009/01/13/nomination-hearing,Nomination Hearing:Nomination Hearing,,Banking,2022-03-22,"['Christopher J. Dodd', 'Honorable Shaun Donovan']","['https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement9.pdf', 'https://www.banking.senate.gov/imo/media/doc/DonovanStatement11209.pdf']","[('Christopher J. Dodd', 'https://www.banking.senate.gov/imo/media/doc/DoddOpeningStatement9.pdf'), ('Honorable Shaun Donovan', 'https://www.banking.senate.gov/imo/media/doc/DonovanStatement11209.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=8DEC348E-E917-497E-AB6A-9DEDFA740271,577.0,577.0,576.0,573
582,12/04/08,10:00AM,https://www.banking.senate.gov/hearings/the-state-of-the-domestic-automobile-industry-part-ii,Full Committee Hearing:The State of the Domestic Automobile Industry: Part II,,Banking,2022-03-22,"['Gene L. Dodaro', 'James Fleming', 'Ron Gettelfinger', 'Alan Mulally', 'Robert Nardelli', 'G. Richard Wagoner', 'Keith Wandell', 'Mark Zandi']","['https://www.banking.senate.gov/imo/media/doc/DodaroGAO12408FinalSenateBanking.pdf', 'https://www.banking.senate.gov/imo/media/doc/FlemingTestimonyFinal12408.pdf', 'https://www.banking.senate.gov/imo/media/doc/GettelfingerSenateTestimony12408.pdf', 'https://www.banking.senate.gov/imo/media/doc/Mulally0Ford12408FinalWrittenTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/NardelliChryslerTestimony12408.pdf', 'https://www.banking.senate.gov/imo/media/doc/WagonerGMTestimony12408.pdf', 'https://www.banking.senate.gov/imo/media/doc/WandellTestimony12408.pdf', 'https://www.banking.senate.gov/imo/media/doc/ZandiSenateBankingCommittee120408.pdf']","[('Gene L. Dodaro', 'https://www.banking.senate.gov/imo/media/doc/DodaroGAO12408FinalSenateBanking.pdf'), ('James Fleming', 'https://www.banking.senate.gov/imo/media/doc/FlemingTestimonyFinal12408.pdf'), ('Ron Gettelfinger', 'https://www.banking.senate.gov/imo/media/doc/GettelfingerSenateTestimony12408.pdf'), ('Alan Mulally', 'https://www.banking.senate.gov/imo/media/doc/Mulally0Ford12408FinalWrittenTestimony.pdf'), ('Robert Nardelli', 'https://www.banking.senate.gov/imo/media/doc/NardelliChryslerTestimony12408.pdf'), ('G. Richard Wagoner', 'https://www.banking.senate.gov/imo/media/doc/WagonerGMTestimony12408.pdf'), ('Keith Wandell', 'https://www.banking.senate.gov/imo/media/doc/WandellTestimony12408.pdf'), ('Mark Zandi', 'https://www.banking.senate.gov/imo/media/doc/ZandiSenateBankingCommittee120408.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=299BE20F-5E40-4C5F-89EE-2ADE064D4226,578.0,578.0,577.0,574
583,11/19/08,10:00AM,https://www.banking.senate.gov/hearings/2008/11/19/nomination-hearing,Nomination Hearing:Nomination Hearing,,Banking,2022-03-22,['Honorable Neil M. Barofsky'],[''],"[('Honorable Neil M. Barofsky', '')]",https://www.banking.senate.gov/hearings/watch?hearingid=779344CF-B229-4F78-873F-9E9B8B2F837C,579.0,579.0,578.0,575
584,11/18/08,03:00PM,https://www.banking.senate.gov/hearings/examining-the-state-of-the-domestic-automobile-industry,Full Committee Hearing:Examining the State of the Domestic Automobile Industry,,Banking,2022-03-22,"['Honorable Debbie Stabenow (D-MI)', 'Ron Gettelfinger', 'Peter Morici', 'Alan Mulally', 'Robert Nardelli', 'G. Richard Wagoner']","['', 'https://www.banking.senate.gov/imo/media/doc/GettelfingerTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/MoriciTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/MulallyTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/NardelliTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/WagonerTestimony.pdf']","[('Honorable Debbie Stabenow (D-MI)', ''), ('Ron Gettelfinger', 'https://www.banking.senate.gov/imo/media/doc/GettelfingerTestimony.pdf'), ('Peter Morici', 'https://www.banking.senate.gov/imo/media/doc/MoriciTestimony.pdf'), ('Alan Mulally', 'https://www.banking.senate.gov/imo/media/doc/MulallyTestimony.pdf'), ('Robert Nardelli', 'https://www.banking.senate.gov/imo/media/doc/NardelliTestimony.pdf'), ('G. Richard Wagoner', 'https://www.banking.senate.gov/imo/media/doc/WagonerTestimony.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=0B8C3C92-B599-46F4-90B3-7F4E37583268,580.0,580.0,579.0,576
585,11/13/08,10:00AM,https://www.banking.senate.gov/hearings/oversight-of-the-emergency-economic-stabilization-act-examining-financial-institution-use-of-funding-under-the-capital-purchase-program,Oversight:Oversight of the Emergency Economic Stabilization Act:  Examining Financial Institution Use of Funding Under the Capital Purchase Program.,,Banking,2022-03-22,"['Jon Campbell', 'Martin Eakes', 'Anne Finucane', 'Gregory Palm', 'Susan M. Wachter', 'Nancy M. Zirkin', 'Barry L. Zubrow']","['https://www.banking.senate.gov/imo/media/doc/CampbellSBC111308.pdf', 'https://www.banking.senate.gov/imo/media/doc/EakesTestimony111308final.pdf', 'https://www.banking.senate.gov/imo/media/doc/FinucaneTestimony111308.pdf', 'https://www.banking.senate.gov/imo/media/doc/PalmTestimony111308_Esq_FINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/WachterTestimonyNov1308.pdf', 'https://www.banking.senate.gov/imo/media/doc/ZirkinEESAForeclosureTestimony111308.pdf', 'https://www.banking.senate.gov/imo/media/doc/ZubrowStatement111308.pdf']","[('Jon Campbell', 'https://www.banking.senate.gov/imo/media/doc/CampbellSBC111308.pdf'), ('Martin Eakes', 'https://www.banking.senate.gov/imo/media/doc/EakesTestimony111308final.pdf'), ('Anne Finucane', 'https://www.banking.senate.gov/imo/media/doc/FinucaneTestimony111308.pdf'), ('Gregory Palm', 'https://www.banking.senate.gov/imo/media/doc/PalmTestimony111308_Esq_FINAL.pdf'), ('Susan M. Wachter', 'https://www.banking.senate.gov/imo/media/doc/WachterTestimonyNov1308.pdf'), ('Nancy M. Zirkin', 'https://www.banking.senate.gov/imo/media/doc/ZirkinEESAForeclosureTestimony111308.pdf'), ('Barry L. Zubrow', 'https://www.banking.senate.gov/imo/media/doc/ZubrowStatement111308.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=1D38DE7D-67DB-4614-965B-EDF5749F1FA3,581.0,581.0,580.0,577
586,10/23/08,10:00AM,https://www.banking.senate.gov/hearings/turmoil-in-the-us-credit-markets-examining-recent-regulatory-responses,Full Committee Hearing:Turmoil in the U.S. Credit Markets: Examining Recent Regulatory Responses,,Banking,2022-03-22,"['Honorable Sheila Bair', 'Elizabeth A. Duke', 'Honorable Neel Kashkari', 'Honorable James B. Lockhart, III', 'Honorable Brian D. Montgomery']","['https://www.banking.senate.gov/imo/media/doc/BAIRCreditMarkettestimony102308.pdf', 'https://www.banking.senate.gov/imo/media/doc/DUKEStatement102308Duke_SenBkg.pdf', 'https://www.banking.senate.gov/imo/media/doc/KASHKARITestimonyFINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/LOCKHARTTestimony1023.pdf', 'https://www.banking.senate.gov/imo/media/doc/MONTGOMERYTestimonyEconomicRecovery.pdf']","[('Honorable Sheila Bair', 'https://www.banking.senate.gov/imo/media/doc/BAIRCreditMarkettestimony102308.pdf'), ('Elizabeth A. Duke', 'https://www.banking.senate.gov/imo/media/doc/DUKEStatement102308Duke_SenBkg.pdf'), ('Honorable Neel Kashkari', 'https://www.banking.senate.gov/imo/media/doc/KASHKARITestimonyFINAL.pdf'), ('Honorable James B. Lockhart, III', 'https://www.banking.senate.gov/imo/media/doc/LOCKHARTTestimony1023.pdf'), ('Honorable Brian D. Montgomery', 'https://www.banking.senate.gov/imo/media/doc/MONTGOMERYTestimonyEconomicRecovery.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=3DF09367-CF45-438A-9C0F-7EBFEC169719,582.0,582.0,581.0,578
587,10/16/08,10:30AM,https://www.banking.senate.gov/hearings/turmoil-in-the-us-credit-markets-the-genesis-of-the-current-economic-crisis,Full Committee Hearing:Turmoil in the U.S. Credit Markets: The Genesis of the Current Economic Crisis,,Banking,2022-03-22,"['Honorable Arthur Levitt', 'Honorable Eugene A. Ludwig', 'Honorable Marc H. Morial', 'Honorable Jim Rokakis', 'Eric Stein']","['https://www.banking.senate.gov/imo/media/doc/LEVITTBankingCommitteeTestimonyFINAL101608.pdf', 'https://www.banking.senate.gov/imo/media/doc/LUDWIGEALTESTIMONY_SENATEBANKING_ASSUBMITTED_101608.pdf', 'https://www.banking.senate.gov/imo/media/doc/MORIALTestimony101608FINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/ROKAKISAAA101608SenateBankingCommitteetestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/STEINTestimony101608Final.pdf']","[('Honorable Arthur Levitt', 'https://www.banking.senate.gov/imo/media/doc/LEVITTBankingCommitteeTestimonyFINAL101608.pdf'), ('Honorable Eugene A. Ludwig', 'https://www.banking.senate.gov/imo/media/doc/LUDWIGEALTESTIMONY_SENATEBANKING_ASSUBMITTED_101608.pdf'), ('Honorable Marc H. Morial', 'https://www.banking.senate.gov/imo/media/doc/MORIALTestimony101608FINAL.pdf'), ('Honorable Jim Rokakis', 'https://www.banking.senate.gov/imo/media/doc/ROKAKISAAA101608SenateBankingCommitteetestimony.pdf'), ('Eric Stein', 'https://www.banking.senate.gov/imo/media/doc/STEINTestimony101608Final.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6DE8E10C-E115-4686-9E40-EBCEEA2F1CB6,583.0,583.0,582.0,579
588,09/23/08,09:30AM,https://www.banking.senate.gov/hearings/turmoil-in-us-credit-markets-recent-actions-regarding-government-sponsored-entities-investment-banks-and-other-financial-institutions,"Full Committee Hearing:Turmoil in US Credit Markets Recent Actions Regarding Government Sponsored Entities, Investment Banks and Other Financial Institutions",,Banking,2022-03-22,"['Ben S. Bernanke', 'Honorable Christopher Cox', 'Honorable James B. Lockhart, III', 'Honorable Henry M. Paulson']","['https://www.banking.senate.gov/imo/media/doc/BERNANKEStatement092308_SenateBankingCommittee.pdf', 'https://www.banking.senate.gov/imo/media/doc/COXTestimony92308.pdf', 'https://www.banking.senate.gov/imo/media/doc/LOCKHARTStmt92308.pdf', 'https://www.banking.senate.gov/imo/media/doc/PAULSONTestimony92308.pdf']","[('Ben S. Bernanke', 'https://www.banking.senate.gov/imo/media/doc/BERNANKEStatement092308_SenateBankingCommittee.pdf'), ('Honorable Christopher Cox', 'https://www.banking.senate.gov/imo/media/doc/COXTestimony92308.pdf'), ('Honorable James B. Lockhart, III', 'https://www.banking.senate.gov/imo/media/doc/LOCKHARTStmt92308.pdf'), ('Honorable Henry M. Paulson', 'https://www.banking.senate.gov/imo/media/doc/PAULSONTestimony92308.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=7A41AE9E-30B2-4D7F-8F1B-4EF2E8AE28F7,584.0,584.0,583.0,580
589,09/18/08,02:30PM,https://www.banking.senate.gov/hearings/transparency-in-accounting-proposed-changes-to-accounting-for-off-balance-sheet-entities,Full Committee Hearing:Transparency in Accounting: Proposed Changes to Accounting for Off-Balance Sheet Entities,,Banking,2022-03-22,"['James Kroeker', 'Lawrence Smith', 'John White', 'Professor Joseph Mason', 'George Miller', 'Elizabeth Mooney', 'Donald Young']","['https://www.banking.senate.gov/imo/media/doc/WhiteKroekerSECTestimony91808.pdf', 'https://www.banking.senate.gov/imo/media/doc/SmithTestimony91808.pdf', 'https://www.banking.senate.gov/imo/media/doc/WhiteKroekerSECTestimony91808.pdf', 'https://www.banking.senate.gov/imo/media/doc/MasonTestimony091808.pdf', 'https://www.banking.senate.gov/imo/media/doc/MillerTestimony091808.pdf', 'https://www.banking.senate.gov/imo/media/doc/MooneyTestimony91808.pdf', 'https://www.banking.senate.gov/imo/media/doc/YoungTestimony091808.pdf']","[('James Kroeker', 'https://www.banking.senate.gov/imo/media/doc/WhiteKroekerSECTestimony91808.pdf'), ('Lawrence Smith', 'https://www.banking.senate.gov/imo/media/doc/SmithTestimony91808.pdf'), ('John White', 'https://www.banking.senate.gov/imo/media/doc/WhiteKroekerSECTestimony91808.pdf'), ('Professor Joseph Mason', 'https://www.banking.senate.gov/imo/media/doc/MasonTestimony091808.pdf'), ('George Miller', 'https://www.banking.senate.gov/imo/media/doc/MillerTestimony091808.pdf'), ('Elizabeth Mooney', 'https://www.banking.senate.gov/imo/media/doc/MooneyTestimony91808.pdf'), ('Donald Young', 'https://www.banking.senate.gov/imo/media/doc/YoungTestimony091808.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=BE81458C-ABC1-49AA-AE6D-0AB5F8D9FEA2,585.0,585.0,584.0,581
590,09/18/08,10:30AM,https://www.banking.senate.gov/hearings/hearing-has-been-postponed-recent-bank-failures-and-the-regulators-response,POSTPONED:Full Committee Hearing:(Hearing has been POSTPONED) Recent Bank Failures and the Regulators' Response,,Banking,2022-03-22,"['Honorable Sheila Bair', 'Honorable John C Dugan', 'Honorable John M. Reich']","['', '', '']","[('Honorable Sheila Bair', ''), ('Honorable John C Dugan', ''), ('Honorable John M. Reich', '')]",https://www.banking.senate.gov/hearings/watch?hearingid=4FBBE1FE-9926-4B6D-BB54-F94197CB7578,586.0,586.0,585.0,582
591,09/16/08,10:00AM,https://www.banking.senate.gov/hearings/hearing-has-been-postponed-recent-regulatory-actions-regarding-fannie-mae-and-freddie-mac,POSTPONED:Full Committee Hearing:(Hearing has been Postponed) Recent Regulatory Actions Regarding Fannie Mae and Freddie Mac,,Banking,2022-03-22,"['Honorable James B. Lockhart, III', 'Honorable Henry M. Paulson']","['', '']","[('Honorable James B. Lockhart, III', ''), ('Honorable Henry M. Paulson', '')]",https://www.banking.senate.gov/hearings/watch?hearingid=307AEFED-D626-4A93-8ADE-EDCC963E1D6D,587.0,587.0,586.0,583
592,09/09/08,10:00AM,https://www.banking.senate.gov/hearings/strengthening-the-ability-of-public-transportation-to-reduce-our-dependence-on-foreign-oil,Full Committee Hearing:Strengthening the Ability of Public Transportation to Reduce Our Dependence on Foreign Oil,,Banking,2022-03-22,"['Andy Darrell', 'Dorothy Dugger', 'Dave Kilmer', 'William W. Millar', 'Keith Parker', 'Robert Puentes']","['https://www.banking.senate.gov/imo/media/doc/Darrelltestimony9908.pdf', 'https://www.banking.senate.gov/imo/media/doc/DuggerTestimony9908.pdf', 'https://www.banking.senate.gov/imo/media/doc/KilmerRemarks9908.pdf', 'https://www.banking.senate.gov/imo/media/doc/MillarTestimony090908.pdf', 'https://www.banking.senate.gov/imo/media/doc/ParkerTestimony9908.pdf', 'https://www.banking.senate.gov/imo/media/doc/PuentesTestimony9908.pdf']","[('Andy Darrell', 'https://www.banking.senate.gov/imo/media/doc/Darrelltestimony9908.pdf'), ('Dorothy Dugger', 'https://www.banking.senate.gov/imo/media/doc/DuggerTestimony9908.pdf'), ('Dave Kilmer', 'https://www.banking.senate.gov/imo/media/doc/KilmerRemarks9908.pdf'), ('William W. Millar', 'https://www.banking.senate.gov/imo/media/doc/MillarTestimony090908.pdf'), ('Keith Parker', 'https://www.banking.senate.gov/imo/media/doc/ParkerTestimony9908.pdf'), ('Robert Puentes', 'https://www.banking.senate.gov/imo/media/doc/PuentesTestimony9908.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=04FCF2CB-2051-4912-A580-330DC78C116B,588.0,588.0,587.0,584
